Mã hàng;Mã vạch;Tên hàng;Thương hiệu;Giá bán;Giá vốn;Tồn kho;KH đặt;Dự kiến hết hàng;Tồn nhỏ nhất;Tồn lớn nhất;ĐVT;Mã ĐVT Cơ bản;Quy đổi;Thuộc tính;Mã HH Liên quan;Trọng lượng;Đang kinh doanh;Được bán trực tiếp;Giá sỉ
PVN3077;8935015516043;Đường phèn Cô Ba bịch 1kg;Biên Hòa;39.000,0;35.000,00;15,0;;;4,0;999.999.999,0;bịch;;1,0;;;0,0;1;1;0,0
PVN3077-1;;Đường phèn Cô Ba bịch 1kg;Biên Hòa;375.000,0;700.000,00;0,750;;;0,20;49.999.999,950;thùng;PVN3077;20,0;;PVN3077;0,0;1;1;0,0
PVN36;8936048473235;Nước chấm cá cơm 3 Miền chai 800ml;3 Miền;18.000,0;16.300,00;40,0;;;0,0;999.999.999,0;chai;;1,0;;;0,0;1;1;0,0
PVN36-1;;Nước chấm cá cơm 3 Miền chai 800ml;3 Miền;305.000,0;293.400,00;2,222;;;0,0;55.555.555,50;thùng;PVN36;18,0;;PVN36;0,0;1;1;0,0
SP000001;8936048470760;Mì Reeva lẩu nấm chua cay gói 85g;3 Miền;8.000,0;6.486,00;128,0;;;0,0;999.999.999,0;gói;;1,0;;;0,0;1;1;0,0
SP000002;;Mì Reeva lẩu nấm chua cay gói 85g;3 Miền;74.000,0;64.860,00;12,80;;;0,0;99.999.999,90;chục;SP000001;10,0;;SP000001;0,0;1;1;0,0
SP000003;;Mì Reeva lẩu nấm chua cay gói 85g;3 Miền;198.000,0;194.580,00;4,267;;;0,0;33.333.333,30;thùng;SP000001;30,0;;SP000001;0,0;1;1;0,0
PVN8226;8936048471668;Mì 3 miền vị tôm chua cay đặc biệt ly 65g;3 Miền;9.000,0;7.741,00;31,0;;;0,0;999.999.999,0;ly;;1,0;;;0,0;1;1;0,0
PVN8226-1;;Mì 3 miền vị tôm chua cay đặc biệt ly 65g;3 Miền;86.000,0;77.410,00;3,10;;;0,0;99.999.999,90;chục;PVN8226;10,0;;PVN8226;0,0;1;1;0,0
PVN8226-2;;Mì 3 miền vị tôm chua cay đặc biệt ly 65g;3 Miền;194.000,0;185.784,00;1,292;;;0,0;41.666.666,625;thùng;PVN8226;24,0;;PVN8226;0,0;1;1;0,0
PVN8228;8936048471682;Mì 3 Miền Gold vị bò hầm rau thơm ly 65g;3 Miền;9.000,0;7.605,00;39,0;;;0,0;999.999.999,0;ly;;1,0;;;0,0;1;1;0,0
PVN8228-1;;Mì 3 Miền Gold vị bò hầm rau thơm ly 65g;3 Miền;86.000,0;76.050,00;3,90;;;0,0;99.999.999,90;chục;PVN8228;10,0;;PVN8228;0,0;1;1;0,0
PVN8228-2;;Mì 3 Miền Gold vị bò hầm rau thơm ly 65g;3 Miền;194.000,0;182.520,00;1,625;;;0,0;41.666.666,625;thùng;PVN8228;24,0;;PVN8228;0,0;1;1;0,0
PVN2934;8936048470524;Mì 3 miền GOLD vì bò hầm rau thơm gói 75g;3 Miền;4.000,0;3.556,00;176,0;;;30,0;999.999.999,0;gói;;1,0;;;0,0;1;1;0,0
PVN2934-1;PVN3073;Mì 3 miền GOLD vì bò hầm rau thơm gói 75g;3 Miền;38.000,0;35.560,00;17,60;;;3,0;99.999.999,90;lóc;PVN2934;10,0;;PVN2934;0,0;1;1;0,0
PVN2934-2;PVN7216;Mì 3 miền GOLD vì bò hầm rau thơm gói 75g;3 Miền;118.000,0;106.680,00;5,867;;;1,0;33.333.333,30;thùng;PVN2934;30,0;;PVN2934;0,0;1;1;0,0
PVN5102;8936048470012;Mì 3 miền vị tôm chua cay gói 65g;3 Miền;3.000,0;2.364,00;1.088,0;;;30,0;999.999.999,0;gói;;1,0;;;0,0;1;1;0,0
PVN5102-1;;Mì 3 miền vị tôm chua cay gói 65g;3 Miền;27.000,0;23.640,00;108,80;;;3,0;99.999.999,90;chục;PVN5102;10,0;;PVN5102;0,0;1;1;0,0
PVN5102-2;;Mì 3 miền vị tôm chua cay gói 65g;3 Miền;75.000,0;70.920,00;36,267;;;1,0;33.333.333,30;thùng;PVN5102;30,0;;PVN5102;0,0;1;1;0,0
PVN5102-3;;Mì 3 miền vị tôm chua cay gói 65g;3 Miền;238.000,0;236.400,00;10,880;;;0,30;9.999.999,990;thùng 100 gói;PVN5102;100,0;;PVN5102;0,0;1;1;0,0
PVN541;8936048470029;Mì 3 miền vị tôm hùm gói 65g;3 Miền;3.000,0;2.345,00;202,0;;;30,0;999.999.999,0;gói;;1,0;;;0,0;1;1;0,0
PVN541-1;;Mì 3 miền vị tôm hùm gói 65g;3 Miền;27.000,0;23.450,00;20,20;;;3,0;99.999.999,90;chục;PVN541;10,0;;PVN541;0,0;1;1;0,0
PVN541-2;;Mì 3 miền vị tôm hùm gói 65g;3 Miền;75.000,0;70.350,00;6,733;;;1,0;33.333.333,30;thùng;PVN541;30,0;;PVN541;0,0;1;1;0,0
sm-49-45498;8936048470036;Mì 3 Miền chay lá đa gói 65g;3 Miền;3.000,0;2.367,00;193,0;;;30,0;999.999.999,0;gói;;1,0;;;0,0;1;1;0,0
sm-49-45498-1;;Mì 3 Miền chay lá đa gói 65g;3 Miền;27.000,0;23.670,00;19,30;;;3,0;99.999.999,90;chục;sm-49-45498;10,0;;sm-49-45498;0,0;1;1;0,0
sm-49-45498-2;;Mì 3 Miền chay lá đa gói 65g;3 Miền;75.000,0;71.010,00;6,433;;;1,0;33.333.333,30;thùng;sm-49-45498;30,0;;sm-49-45498;0,0;1;1;0,0
PVN9377;8936048477226;Mì 3 miền Gold trung bộ hương vị tôm sú chua cay gói 75g;3 Miền;4.500,0;3.701,00;179,0;;;30,0;999.999.999,0;gói;;1,0;;;0,0;1;1;0,0
PVN9377-1;;Mì 3 miền Gold trung bộ hương vị tôm sú chua cay gói 75g;3 Miền;42.000,0;37.010,00;17,90;;;3,0;99.999.999,90;Chục;PVN9377;10,0;;PVN9377;0,0;1;1;0,0
PVN9377-2;;Mì 3 miền Gold trung bộ hương vị tôm sú chua cay gói 75g;3 Miền;118.000,0;111.030,00;5,967;;;1,0;33.333.333,30;thùng;PVN9377;30,0;;PVN9377;0,0;1;1;0,0
PVN9380;8936048477202;Mì 3 miền Gold Nam Bộ hương vị tôm sú chua cay gói 75g;3 Miền;4.500,0;3.703,00;157,0;;;30,0;999.999.999,0;gói;;1,0;;;0,0;1;1;0,0
PVN9380-1;;Mì 3 miền Gold Nam Bộ hương vị tôm sú chua cay gói 75g;3 Miền;42.000,0;37.030,00;15,70;;;3,0;99.999.999,90;chục;PVN9380;10,0;;PVN9380;0,0;1;1;0,0
PVN9380-2;;Mì 3 miền Gold Nam Bộ hương vị tôm sú chua cay gói 75g;3 Miền;118.000,0;111.090,00;5,233;;;1,0;33.333.333,30;thùng;PVN9380;30,0;;PVN9380;0,0;1;1;0,0
PVN9374;8936048477240;Mì 3 miền Gold Bắc bộ hương vị tôm sú chua cay gói 75g;3 Miền;4.500,0;3.703,00;172,0;;;30,0;999.999.999,0;Gói;;1,0;;;0,0;1;1;0,0
PVN9374-1;;Mì 3 miền Gold Bắc bộ hương vị tôm sú chua cay gói 75g;3 Miền;42.000,0;37.030,00;17,20;;;3,0;99.999.999,90;Chục;PVN9374;10,0;;PVN9374;0,0;1;1;0,0
PVN9374-2;;Mì 3 miền Gold Bắc bộ hương vị tôm sú chua cay gói 75g;3 Miền;118.000,0;111.090,00;5,733;;;1,0;33.333.333,30;Thùng;PVN9374;30,0;;PVN9374;0,0;1;1;0,0
PVN8441;8936048476427;Boncha ít đường hương hoa lài chai 450ml;Boncha;9.000,0;7.271,00;0,0;;;12,0;999.999.999,0;Chai;;1,0;;;0,0;1;1;0,0
PVN8441-1;8936048476427;Boncha ít đường hương hoa lài chai 450ml;Boncha;46.000,0;43.626,00;0,0;;;2,0;166.666.666,50;Lốc;PVN8441;6,0;;PVN8441;0,0;1;1;0,0
PVN8441-2;;Boncha ít đường hương hoa lài chai 450ml;Boncha;177.000,0;174.504,00;0,0;;;0,50;41.666.666,625;Thùng;PVN8441;24,0;;PVN8441;0,0;1;1;0,0
8,93E+12;8934707011002;Knorr gia vị thịt kho bịch 28g;Knorr;8.000,00;5.130,00;3;;;2;;bịch;8,93E+12;1;;8,93E+12;1;1;;
8,93E+12;8934707010944;Knorr gia vị cá kho bịch 28g;Knorr;8.000,00;5.033,00;4;;;2;;bịch;8,93E+12;1;;8,93E+12;1;1;;
PVN6854;8934707027478;Hạt nêm Knorr nấm hương bịch 380g;Knorr;38.000,00;31.660,00;9;;;5;;bịch;PVN6854;1;;PVN6854;1;1;;
8,93E+12;8934707012122;Hạt nêm Knorr nấm hương organic bịch 170g;Knorr;17.000,00;14.497,00;36;;;4;;bịch;8,93E+12;1;;8,93E+12;;1;1;
8,93E+12;8934707031284;Hạt nêm Knorr thịt thăn xương ống bịch 900g;Knorr;68.000,00;61.345,00;8;;;;;bịch;8,93E+12;1;;8,93E+12;;1;1;
8,93E+12;8934707031956;Hạt nếm Knorr thịt thăn,xương ống bịch 400g;Knorr;32.000,00;27.426,00;12;;;4;;bịch;8,93E+12;1;;8,93E+12;;1;1;
8,93E+12;8934868198284;NXV Comfort hương gió xuân dây (10+2);Comfort;17.000,00;14.234,00;24;;;10;;dây;8,93E+12;1;;8,93E+12;;1;1;
PVN6664;8934868173540;Comfort hương nước hoa Thanh xuân dây (10+2);Comfort;17.000,00;15.529,00;20;;;2;;dây;PVN6664;1;;PVN6664;;1;1;
8,93E+12;8934868198338;NXV Comfort trắng dịu nhẹ thơm hương phấn dây (10+2);Comfort;17.000,00;14.356,00;21;;;10;;dây;8,93E+12;1;;8,93E+12;;1;1;
8,93E+12;8934868198291;NXV Comfort nước hoa thiên nhiên diệu kỳ dây (10+2);Comfort;17.000,00;14.356,00;17;;;5;;dây;8,93E+12;1;;8,93E+12;;1;1;
8,93E+12;8934868198314;NXV Comfort hương nước hoa quyến rũ dây (10+2);Comfort;17.000,00;14.051,00;10;;;5;;dây;8,93E+12;1;;8,93E+12;;1;1;
8,93E+12;8934868198321;NXV Comfort hương ban mai dây (10+2);Comfort;17.000,00;14.328,00;33;;;10;;dây;8,93E+12;1;;8,93E+12;;1;1;
8,93E+12;8934868190417;Comfort hương mẫu đơn kiêu sa dây (10+2);Comfort;17.000,00;14.356,00;13;;;5;;dây;8,93E+12;1;;8,93E+12;;1;1;
8,93E+12;8934868198284;NXV Comfort hương gió xuân dây (10+2);Comfort;17.000,00;14.234,00;24;;;10;;dây;8,93E+12;1;;8,93E+12;;1;1;
8,93E+12;8934868188162;NX Comfort mềm vải dịu nhẹ hương phấn túi 3L;Comfort;178.000,00;171.765,00;3;;;0;;túi;8,93E+12;1;;8,93E+12;;1;1;
8,93E+12;8934868150398;NXV Comfort hương ban mai túi 3.8L;Comfort;238.000,00;233.326,00;2;;;1;;túi;8,93E+12;1;;8,93E+12;;1;1;
8,93E+12;8934868150442;NXV Comfort hương gió xuân túi 1.8L;Comfort;118.000,00;109.943,00;2;;;2;;túi;8,93E+12;1;;8,93E+12;;1;1;
KTH;PVN5357;Kẹo tổng hợp;Kẹo;5.000,00;3.900,00;20.000,0;;;;;cây;KTH;1;;KTH;;1;1;
b10k;PVN2847;Bánh bịch 10k;Bánh;10.000,00;8.000,00;11;;;;;bịch;b10k;1;;b10k;;1;1;
DC500;DC5;Đường cát 500g;Đường;10.000,00;9.041,00;57;;;;;bịch;DC500;1;;DC500;;1;1;
DC1;DC1;Đường cát 1kg;Đường;20.000,00;18.082,00;28,5;;;;;bịch;DC500;2;;DC500;;1;1;
DC10;PVN3262;Đường cát - cây;Đường;222.000,00;216.984,00;2,375;;;;;cây;DC500;24;;DC500;;1;1;
DV5;DV5;Đường vàng 500g;Đường;10.000,00;8.976,00;108;;;;;bịch;DV5;1;;DV5;;1;1;
DV1;DV1;Đường vàng 1kg;Đường;20.000,00;17.952,00;54;;;;;bịch;DV5;1;;DV5;;1;1;
DV10;PVN4612;Đường vàng - cây;Đường;222.000,00;215.424,00;4,5;;;;;cây;DV5;1;;DV5;;1;1;
DP5;DP5;Đường phèn 500g;Đường;13.000,00;11.350,00;17;;;;;500g;DP5;1;;DP5;;1;1;
DP1;DP1;Đường phèn - kg;Đường;25.000,00;22.700,00;8,5;;;;;kg;DP5;2;;DP5;;1;1;
DP10;PVN2876;Đường phèn cây;Đường;230.000,00;227.000,00;0,85;;;;;Cây;DP5;20;;DP5;;1;1;
TX5;TX5;Tiêu xây tiêu hạt bịch 50g;Tuyết tỷ;12.000,00;9.750,00;67,5;;;;;bịch;TX5;1;;TX5;;1;1;
TX51;TX5;Tiêu xây tiêu hạt bịch 50g - 1kg;Tuyết tỷ;200.000,00;97.500,00;3,375;;;;;1kg;TX5;10;;TX5;;1;1;
dx100;DX1;Đậu xanh 100g ( nguyên hạt, nữa, không vỏ);Tuyết tỷ;5.000,00;4.191,00;54,3;;;;;100g;dx100;1;;dx100;;1;1;
DP1;DP100;Đậu Phộng 100g;Tuyết tỷ;5.000,00;4.300,00;9;;;;;bịch;DP1;1;;DP1;;1;1;
DP1-1;DP1;Đậu Phộng - 1kg;Tuyết tỷ;46.000,00;43.000,00;0,9;;;;;1kg;DP1;10;;DP1;;1;1;
PVN2713;DP1k;Nấm mèo 50g;Tuyết tỷ;7.000,00;5.750,00;0,5;;;;;50g;PVN2713;1;;PVN2713;;1;1;
SN1;SN1;Sườn non 2 chay 100g;Tuyết tỷ;18.000,00;13.639,00;20,1;;;;;bịch;SN1;1;;SN1;;1;1;
SN1-1;PVN3404;Sườn non 2 chay 100g - bịch;Tuyết tỷ;162.000,00;136.390,00;2,01;;;;;bịch;SN1;10;;SN1;;1;1;
MB1;MB1;Muối bọt bịch 1kg;Tuyết tỷ;6.000,00;4.451,00;7;;;;;bịch;MB1;1;;MB1;;1;1;
MB1-1;PVN9324;Muối bọt bịch 1kg - 10 gói;Tuyết tỷ;52.000,00;44.510,00;0,7;;;;;10 gói;MB1;10;;MB1;;1;1;
MH1;MH1;Muối hột bịch 1kg;Tuyết tỷ;6.000,00;3.786,00;19;;;;;bịch;MH1;1;;MH1;;1;1;
MH1-1;PVN3182;Muối hột bịch 1kg - sỉ 10;Tuyết tỷ;48.000,00;37.860,00;1,9;;;;;sỉ 10;MH1;10;;MH1;;1;1;
PVN9250;PVN9250;Muối sấy iot 500g;Tuyết tỷ;5.000,00;2.800,00;4;;;;;bịch;PVN9250;1;;PVN9250;;1;1;
PVN9250-1;PVN9250;Muối sấy iot 500g - Bao;Tuyết tỷ;160.000,00;140.000,00;0,08;;;;;Bao;PVN9250;50;;PVN9250;;1;1;
PVN2746;PVN2746;Phổ tai( nấu chè) 20g;Tuyết tỷ;5.000,00;3.556,00;692,5;;;;;20g;PVN2746;1;;PVN2746;;1;1;
PVN2712;PVN2712;Bột khoai, bột báng 100g;Tuyết tỷ;5.000,00;2.056,00;33,9;;;;;100g;PVN2712;1;;PVN2712;;1;1;
PVN2712-1;PVN6147;Bột khoai (Nấu chè) 100g - kg;Tuyết tỷ;30.000,00;20.560,00;3,39;;;;;kg;PVN2712;10;;PVN2712;;1;1;
PVN381;8936047443444;Bánh karo phô mai chà bông;Karo;30.000,00;29.250,00;2;;;;;bịch;;1;;;;1;1;
PVN381-1;PVN2810;Bánh karo Phô mai hoàng kim - thùng;Karo;355.000,00;351.000,00;0,167;;;;;thùng;PVN381;12;;PVN381;;1;1;
PVN380;8938506170892;Bánh karo trứng chà bông;Karo;30.000,00;29.250,00;0;;;;;gói;;1;;;;1;1;
PVN380-1;PVN2811;Bánh karo trứng chà bông - thùng;Karo;355.000,00;351.000,00;0;;;;;thùng;PVN380;12;;PVN380;;1;1;
PVN9595;3073781214673;Phô mai bò cười Kiri vị đào hoa nhài bịch 78g;Phô mai bò cười;55.000,00;47.000,00;0;;;;;bịch;PVN9595;1;;PVN9595;;1;1;
PVN9594;3073781214659;Phô mai bò cười Kiri vị việt quốc bịch 78g;Phô mai bò cười;55.000,00;47.000,00;0;;;;;bịch;PVN9594;1;;PVN9594;;1;1;
PVN9338;3073781153873;Phô mai bò cười Belcure hương chocolat bịch 78g;Phô mai bò cười;48.000,00;43.000,00;0;;;;;bịch;PVN9338;1;;PVN9338;;1;1;
PVN9206;3073781210392;Phô mai bò cười Belcure hương xoài 78g;Phô mai bò cười;48.000,00;43.000,00;0;;;;;hộp;PVN9206;1;;PVN9206;;1;1;
PVN9014;3073781153859;Phô mai bò cười Belcure hương dâu bịch 78g;Phô mai bò cười;48.000,00;43.000,00;0;;;;;bịch;PVN9014;1;;PVN9014;;1;1;
PVN9013;3073781203875;Phô mai bò cười Belcure hương việt quốc bịch 78g;Phô mai bò cười;48.000,00;43.000,00;0;;;;;bịch;PVN9013;1;;PVN9013;;1;1;
PVN9012;3073781110685;Phô mai bò cười Belcube vị truyền thống bịch 78g;Phô mai bò cười;48.000,00;43.000,00;0;;;;;bịch;PVN9012;1;;PVN9012;;1;1;
pmbc;PVN7164;Phô mai bò cười lẻ;Phô mai bò cười;5.000,00;3.813,00;0;;;;;cái;pmbc;1;;pmbc;;1;1;
PVN7165;3073781154375;Phô mai bò cười lẻ - hộp 224g;Phô mai bò cười;70.000,00;61.008,00;0;;;;;hộp;PVN7165;1;;PVN7165;;1;1;
PVN7163;3073781154351;Phô mai bò cười hộp 112g;Phô mai bò cười;38.000,00;33.500,00;0;;;;;hộp;PVN7163;1;;PVN7163;;1;1;
TTX;8936031095543;Trà sâm dứa Ngọc Trang xanh;Tuyết tỷ;8.000,00;6.917,00;42;;;;;gói;;1;;;;1;1;
TTX-1;8940000000000;Trà sâm dứa Ngọc Trang xanh - lóc;Tuyết tỷ;44.000,00;41.502,00;7;;;;;lóc;TTX;6;;TTX;;1;1;
TTV;8936031095567;Trà ngọc trang vàng chim én;Tuyết tỷ;10.000,00;8.532,00;0;;;;;bịch;;1;;;;1;1;
TTV-1;PVN8541;Trà ngọc trang vàng chim én - lóc;Tuyết tỷ;54.000,00;51.192,00;0;;;;;lóc;TTV;6;;TTV;;1;1;
TBB;8938500220036;Trà bách bảo;Tuyết tỷ;12.000,00;10.746,00;38;;;;;gói;;1;;;;1;1;
TBB-1;PVN2760;Trà bách bảo - lóc;Tuyết tỷ;64.000,00;64.476,00;6,333;;;;;lóc;TBB;6;;TBB;;1;1;
tnx;TTX;Trà Thái nguyên xanh;Tuyết tỷ;20.000,00;19.000,00;5;;;;;gói;tnx;1;;tnx;;1;1;
tnv;TTV;Trà móc câu Thái Nguyên vàng;Tuyết tỷ;17.000,00;16.800,00;23;;;;;gói;tnv;1;;tnv;;1;1;
PVN8384;8938545324096;Chân gà 2 chân TAP FOOD;Chân gà;9.000,00;6.500,00;0;;;;;bịch;;1;;;;1;1;
PVN8384-1;PVN8385;Chân gà 2 chân TAP FOOD - 10 cái;Chân gà;75.000,00;65.000,00;0;;;;;10 cái;PVN8384;10;;PVN8384;;1;1;
PVN5437;8938545324102;Chân gà TAP FOOD;Chân gà;9.000,00;6.500,00;0;;;;;cái;;1;;;;1;1;
PVN5437-1;PVN6584;Chân gà TAP FOOD - 10 cái;Chân gà;75.000,00;65.000,00;0;;;;;10 cái;PVN5437;10;;PVN5437;;1;1;
PVN7463;8938548990052;Chân gà rút xương MEOW;Chân gà;9.000,00;6.000,00;0;;;;;bịch;;1;;;;1;1;
PVN7463-1;PVN7464;Chân gà rút xương MEOW - CHỤC;Chân gà;85.000,00;60.000,00;0;;;;;10 cái;PVN7463;10;;PVN7463;;1;1;
cgrx;8938545324003;Chân gà TAP FOOD;Chân gà;8.000,00;6.500,00;0;;;;;cái;cgrx;1;;cgrx;;1;1;
30k;PVN6913;Bánh Toyour bịch 30k;Toyour;30.000,00;25.000,00;3;;;;;bịch;30k;1;;30k;;1;1;
PVN6912;8938549140722;Chân gà rút xương Anna Lala;Chân gà;9.000,00;6.500,00;0;;;;;bịch;PVN6912;1;;PVN6912;;1;1;
PVN7402;8938545374039;Chân gà vị cay tê cay ZL FOOD;Chân gà;8.000,00;6.500,00;0;;;;;cái;PVN7402;1;;PVN7402;;1;1;
DNK12m;8938565014007;Đất nặn khô 12 màu ALINH SUPER LIGHT CLAY;SUPER;15.000,00;12.500,00;14;;;;;bộ;DNK12m;1;;DNK12m;;1;1;
superlightclay2;6970645478738;Đất nặn khô 24 màu ALINH;khô;28.000,00;20.000,00;13;;;;;bộ;superlightclay2;1;;superlightclay2;;1;1;
PVN7349;8935001719243;Kẹo Alpenliebe vị khoai môn hạt sen bịch 84g;Alpenliebe;16.000,00;10.000,00;0;;;;;bịch;PVN7349;1;;PVN7349;;1;1;
PVN9385;8935001719892;Alpenliebe vị cà phê sữa 32g;Alpenliebe;5.000,00;4.000,00;0;;;;;cây;PVN9385;1;;PVN9385;;1;1;
PVN9243;8935001720003;Alpenliebe eclairs caramel choco bịch 63.7g;Alpenliebe;18.000,00;16.000,00;0;;;;;bịch;PVN9243;1;;PVN9243;;1;1;
PVN8854;8935001719809;Kẹo Alpenliebe hương dâu xí muội bịch 84.1g;Alpenliebe;16.000,00;10.000,00;0;;;;;bịch;PVN8854;1;;PVN8854;;1;1;
PVN8661;8935001719793;Kẹo Alpenliebe hương kem quả mộng bịch 115g;Alpenliebe;16.000,00;10.000,00;0;;;3;;bịch;PVN8661;1;;PVN8661;;1;1;
PVN7517;8935001718345;Kẹo Alpenliebe hương đậu xanh & đậu đỏ trứng muối bịch 84g;Alpenliebe;16.000,00;13.000,00;0;;;;;bịch;PVN7517;1;;PVN7517;;1;1;
PVN7349;8935001719243;Kẹo Alpenliebe vị khoai môn hạt sen bịch 84g;Alpenliebe;16.000,00;10.000,00;0;;;;;bịch;PVN7349;1;;PVN7349;;1;1;
PVN7246;8935001719106;Alpenliebe hương cà phê sữa bịch 101.5g;Alpenliebe;15.000,00;12.000,00;0;;;;;bịch;PVN7246;1;;PVN7246;;1;1;
PVN7143;8935001718628;Kẹo Alpenliebe hương Caramen nhân kem sữa bịch 105,6g;Alpenliebe;15.000,00;11.000,00;0;;;;;bịch;PVN7143;1;;PVN7143;;1;1;
PVN7030;8935001718369;Kẹo mút Alpenliebe hương kem quả mọng que 10g;Alpenliebe;2.000,00;1.412,00;0;;;;;cây;PVN7030;1;;PVN7030;;1;1;
PVN6761;8935001719052;Kẹo dẻo Alpenliebe hương đào bịch 24g;Alpenliebe;5.000,00;3.938,00;0;;;;;bịch;PVN6761;1;;PVN6761;;1;1;
PVN6695;8935001718970;Kẹo Alpenliebe hương xí muội nhân muối ớt cây 26g;Alpenliebe;5.000,00;4.063,00;0;;;;;cây;PVN6695;1;;PVN6695;;1;1;
PVN6399;8935001718857;Alpenliebe jelly hương trái cây tổng hợp bịch 24g;Alpenliebe;5.000,00;4.000,00;0;;;;;bịch;PVN6399;1;;PVN6399;;1;1;
PVN6197;8935759718970;Kẹo Alpenliebe xí muội muối ớt 26,1g;Alpenliebe;5.000,00;4.000,00;0;;;;;cây;PVN6197;1;;PVN6197;;1;1;
PVN5738;8935001718178;Kẹo Alpenliebe hương vị Kiwi chanh dây hạt chia bịch 68g;Alpenliebe;16.000,00;11.000,00;0;;;;;bịch;PVN5738;1;;PVN5738;;1;1;
PVN5737;8935001718574;Kẹo Alpenliebe hương vị đường đen hạt đều bịch 68g;Alpenliebe;16.000,00;11.000,00;0;;;;;bịch;PVN5737;1;;PVN5737;;1;1;
PVN5642;8935001715672;Kẹo Alpenliebe hương trà bưởi mật ong cây 26g;Alpenliebe;5.000,00;4.000,00;0;;;;;cây;PVN5642;1;;PVN5642;;1;1;
PVN5641;8935001718321;Kẹo Alpenliebe hương chanh muối lắc cây 26g;Alpenliebe;5.000,00;4.000,00;0;;;;;cây;PVN5641;1;;PVN5641;;1;1;
PVN5464;8935001718185;Kẹo Alpenliebe vị trà sữa đường đen;Alpenliebe;5.000,00;4.000,00;0;;;;;cây;PVN5464;1;;PVN5464;;1;1;
PVN5463;8935001718130;Kẹo Alpenliebe hương chanh dây hạt chia;Alpenliebe;5.000,00;4.000,00;0;;;;;cây;PVN5463;1;;PVN5463;;1;1;
PVN5333;8935001718314;Kẹo Alpenliebe chanh muối 84,1g;Alpenliebe;15.000,00;11.000,00;0;;;;;bịch;PVN5333;1;;PVN5333;;1;1;
PVN3590;8935001717119;Alpenliebe nhà dâu sữa;Alpenliebe;16.000,00;11.000,00;0;;;;;Bịch;PVN3590;1;;PVN3590;;1;1;
PVN3430;8935001712527;Kẹo Alpenliebe hương dâu & nho bịch 84g;Alpenliebe;16.000,00;12.000,00;0;;;;;bịch;PVN3430;1;;PVN3430;;1;1;
PVN3167;8935001717096;Kẹo Alpenliebe hương cafe dừa 119g;Alpenliebe;16.000,00;11.000,00;0;;;;;bịch;PVN3167;1;;PVN3167;;1;1;
PVN2304;8935001714316;Xoài muối ớt Alpenliebe 26g;Alpenliebe;5.000,00;4.063,00;0;;;;;cây;PVN2304;1;;PVN2304;;1;1;
PVN1490;8935001704300;Kẹo Golia nhân siro hương thảo dược mát lạnh 29,5g;Alpenliebe;5.000,00;4.063,00;0;;;;;cây;PVN1490;1;;PVN1490;;1;1;
PVN1488;8935001714057;Kẹo hương bạc hà nhân socola Alpenliebe 26g;Alpenliebe;5.000,00;4.063,00;0;;;;;cây;PVN1488;1;;PVN1488;;1;1;
PVN1489;8935001703181;Kẹo cứng Alpenliebe hương dâu kem 32g;Alpenliebe;5.000,00;4.063,00;0;;;;;cây;PVN1489;1;;PVN1489;;1;1;
PVN1487;8935001712411;Kẹo mềm Alpenliebe vị dâu 24,5g;Alpenliebe;5.000,00;4.063,00;0;;;;;cây;PVN1487;1;;PVN1487;;1;1;
PVN1486;8935001712336;Kẹo mềm Alpenliebe vị nho 24,5g;Alpenliebe;5.000,00;4.063,00;0;;;;;cây;PVN1486;1;;PVN1486;;1;1;
8,94E+12;8935001714682;Kẹo xoải muối ớt Alpenliebe 87g;Alpenliebe;16.000,00;12.000,00;0;;;;;bịch;8,94E+12;1;;8,94E+12;;1;1;
8,94E+12;8935001702504;Kẹo Golia Active Plus Bạc Hà bịch 112.5g;Alpenliebe;16.000,00;12.000,00;0;;;;;gói;8,94E+12;1;;8,94E+12;;1;1;
PVN1485;8935001707165;Kẹo Mentos hương bạc hà thanh 30g;Alpenliebe;5.000,00;4.063,00;0;;;;;cây;PVN1485;1;;PVN1485;;1;1;
8,94E+12;8935001701699;Kẹo Alpenliebe Vị Sữa Caramen 120g;Alpenliebe;16.000,00;12.000,00;0;;;;;bịch;8,94E+12;1;;8,94E+12;;1;1;
PVN5832;8936219980081;Muối ngọc yến;Tuyết tỷ;7.000,00;5.600,00;5;;;4;;bịch;PVN5832;1;;PVN5832;;1;1;
PVN2630;8935235300842;Bánh Donut phủ socola nhân hương cam;;5.000,00;3.667,00;0;;;;;cái;;1;;;;1;1;
PVN2630-1;8940000000000;Bánh Donut phủ socola - bịch;;55.000,00;44.004,00;0;;;;;bịch;PVN2630;1;;PVN2630;;1;1;
PVN7212;8935053900040;Đường vàng Nasu bịch 1kg;TH TRUE MILK;26.000,00;22.208,00;41;;;4;;bịch;;1;;;;1;1;
PVN7212-1;PVN7213;Đường vàng Nasu bịch 1kg - thùng;TH TRUE MILK;585.000,00;444.160,00;2,05;;;;;thùng;PVN7212;20;;PVN7212;;1;1;
PVN7123;8935053900118;Đường trắng Nasu bịch 1kg;TH TRUE MILK;24.000,00;21.588,00;14;;;2;;bịch;PVN7123;1;;PVN7123;;1;1;
PVN3170;9556001027252;Kitkat 4F;Jumbo;15.000,00;10.600,00;3;;;;;thẻ;PVN3170;1;;PVN3170;;1;1;
PVN8245;95506500;Socola Kitkat 2F thanh 17g;Jumbo;10.000,00;8.000,00;51;;;;;thanh;;1;;;;1;1;
