Mã hàng;Mã vạch;Tên hàng;Thương hiệu;Giá bán;Giá vốn;Tồn kho;KH đặt;Dự kiến hết hàng;Tồn nhỏ nhất;Tồn lớn nhất;ĐVT;Mã ĐVT Cơ bản;Quy đổi;Thuộc tính;Mã HH Liên quan;Trọng lượng;Đang kinh doanh;Được bán trực tiếp;Giá sỉ
PVN9175;8936025775468;Kun Xúc xích mì dinh dưỡng Lúk Lắk vị phô mai hoàng kim;Kun;16.000,0;13.125,00;14,0;;;0,0;0,0;Trứng;;1,0;;;0,0;1;1;0,0
PVN9202;8936025775482;Kun xúc xích mì trứng lúk lắk vị sốt cà chua;Kun;16.000,0;12.917,00;17,0;;;0,0;0,0;trứng;;1,0;;;0,0;1;1;0,0
SP000012;8934588792113;Trà Ô long đào nhiệt đới lon 320ml;pepsi;8.000,0;148.459,00;2,0;;;0,0;999.999.999,0;Lon;;1,0;;;0,0;1;1;0,0
SP000013;;Trà Ô long đào nhiệt đới lon 320ml - lóc;pepsi;46.000,0;890.754,00;0,333;;;0,0;166.666.666,50;Lóc;SP000012;6,0;;SP000012;0,0;1;1;36.000,0
SP000014;;Trà Ô long đào nhiệt đới lon 320ml;pepsi;168.000,0;3.563.016,00;0,083;;;0,0;41.666.666,625;Thùng;SP000012;24,0;;SP000012;0,0;1;1;138.000,0
SP000006;8934588193552;Nước cam ép Twister chai 450ml;pepsi;9.500,0;7.424,25;45,0;;;0,0;999.999.999,0;chai;;1,0;;;0,0;1;1;0,0
SP000007;;Nước cam ép Twister chai 450ml;pepsi;54.000,0;44.545,50;7,50;;;0,0;166.666.666,50;Lóc;SP000006;6,0;;SP000006;0,0;1;1;52.000,0
SP000008;;Nước cam ép Twister chai 450ml;pepsi;204.000,0;178.182,00;1,875;;;0,0;41.666.666,625;thùng;SP000006;24,0;;SP000006;0,0;1;1;200.000,0
SP000004;;Nước ép cam Twister chai 1L;pepsi;18.000,0;14.090,92;23,0;;;0,0;999.999.999,0;Chai;;1,0;;;0,0;1;1;17.000,0
SP000005;;Nước ép cam Twister chai 1L;pepsi;194.000,0;169.091,04;1,917;;;0,0;83.333.333,250;thùng;SP000004;12,0;;SP000004;0,0;1;1;190.000,0
PVN485;8935112200005;Nước tăng lực RedBull lon 250ml (VN);Warrior;10.000,0;8.868,00;108,0;;;0,0;0,0;lon;;1,0;;;0,0;1;1;0,0
PVN485-1;PVN649;Nước tăng lực RedBull lon 250ml (VN);Warrior;58.000,0;53.208,00;18,0;;;0,0;0,0;lóc;PVN485;6,0;;PVN485;0,0;1;1;0,0
PVN485-2;18935112200002;Nước tăng lực RedBull lon 250ml (VN);Warrior;220.000,0;212.832,00;4,50;;;0,0;0,0;thùng;PVN485;24,0;;PVN485;0,0;1;1;0,0
PVN7128;8850228007617;Redbull bổ sung vitamin và kẽm lon 250ml;Warrior;11.000,0;9.340,00;87,0;;;0,0;0,0;lon;;1,0;;;0,0;1;1;0,0
PVN7128-1;PVN7129;Redbull bổ sung vitamin và kẽm lon 250ml;Warrior;64.000,0;56.040,00;14,50;;;0,0;0,0;lóc;PVN7128;6,0;;PVN7128;0,0;1;1;0,0
PVN7128-2;PVN7130;Redbull bổ sung vitamin và kẽm lon 250ml;Warrior;232.000,0;224.160,00;3,625;;;0,0;0,0;thùng;PVN7128;24,0;;PVN7128;0,0;1;1;0,0
PVN9315;8850228003046;Redbull đen Zinc + Vitamin B12 chai 145ml;Warrior;10.000,0;7.940,00;24,0;;;0,0;0,0;chai;;1,0;;;0,0;1;1;0,0
PVN9315-1;PVN9316;Redbull đen Zinc + Vitamin B12 chai 145ml;Warrior;88.000,0;47.640,00;4,0;;;0,0;0,0;lóc;PVN9315;6,0;;PVN9315;0,0;1;1;0,0
PVN9315-2;PVN9317;Redbull đen Zinc + Vitamin B12 chai 145ml;Warrior;415.000,0;190.560,00;1,0;;;0,0;0,0;thùng;PVN9315;24,0;;PVN9315;0,0;1;1;0,0
PVN9318;8850228003022;Redbull đỏ Vitamin A+B12+C chai 145ml;Warrior;10.000,0;7.940,00;22,0;;;0,0;0,0;chai;;1,0;;;0,0;1;1;0,0
PVN9318-1;PVN9319;Redbull đỏ Vitamin A+B12+C chai 145ml;Warrior;88.000,0;47.640,00;3,667;;;0,0;0,0;lóc;PVN9318;6,0;;PVN9318;0,0;1;1;0,0
PVN9318-2;PVN9320;Redbull đỏ Vitamin A+B12+C chai 145ml;Warrior;415.000,0;190.560,00;0,917;;;0,0;0,0;thùng;PVN9318;24,0;;PVN9318;0,0;1;1;0,0
PVN9321;8850228000106;Redbull xanh dương Vitamin B12 chai 150ml;Warrior;10.000,0;7.940,00;49,0;;;0,0;0,0;chai;;1,0;;;0,0;1;1;0,0
PVN9321-1;PVN9322;Redbull xanh dương Vitamin B12 chai 150ml;Warrior;88.000,0;47.640,00;8,167;;;0,0;0,0;lóc;PVN9321;6,0;;PVN9321;0,0;1;1;0,0
PVN9321-2;PVN9323;Redbull xanh dương Vitamin B12 chai 150ml;Warrior;415.000,0;190.560,00;2,042;;;0,0;0,0;thùng;PVN9321;24,0;;PVN9321;0,0;1;1;0,0
PVN735;8936193070051;Dr Thanh chai 330ml;Number one;10.000,0;7.959,00;90,0;;;0,0;0,0;chai;;1,0;;;0,0;1;1;0,0
PVN735-1;PVN735;Dr Thanh chai 330ml;Number one;52.000,0;47.754,00;15,0;;;0,0;0,0;lóc;PVN735;6,0;;PVN735;0,0;1;1;0,0
PVN735-2;PVN736;Dr Thanh chai 330ml;Number one;204.000,0;191.016,00;3,750;;;0,0;0,0;thùng;PVN735;24,0;;PVN735;0,0;1;1;0,0
PVN1949;8936193070044;Dr thanh chai 455ml;Number one;11.000,0;9.375,00;65,0;;;0,0;0,0;chai;;1,0;;;0,0;1;1;0,0
PVN1949-2;PVN1949;Dr thanh chai 455ml;Number one;230.000,0;225.000,00;2,708;;;0,0;0,0;thùng;PVN1949;24,0;;PVN1949;0,0;1;1;0,0
PVN1949-1;PVN2188;Dr thanh chai 455ml;Number one;60.000,0;56.250,00;10,833;;;0,0;0,0;lóc;PVN1949;6,0;;PVN1949;0,0;1;1;0,0
KD4;8936193070013;Trà xanh không độ chai 455ml;Number one;9.000,0;7.500,00;12,0;;;0,0;0,0;chai;;1,0;;;0,0;1;1;0,0
KD4-1;KD4L;Trà xanh không độ chai 455ml;Number one;48.000,0;45.000,00;2,0;;;0,0;0,0;lóc;KD4;6,0;;KD4;0,0;1;1;0,0
KD4-2;KD4T;Trà xanh không độ chai 455ml;Number one;186.000,0;180.000,00;0,50;;;0,0;0,0;thùng;KD4;24,0;;KD4;0,0;1;1;0,0
PVN918;8936193070075;NTL Number 1 chai 330ml;Number one;9.000,0;7.959,00;189,20;;;0,0;0,0;chai;;1,0;;;0,0;1;1;0,0
PVN918-1;PVN918;NTL Number 1 chai 330ml;Number one;52.000,0;47.754,00;31,533;;;0,0;0,0;lóc;PVN918;6,0;;PVN918;0,0;1;1;0,0
PVN918-2;PVN2228;NTL Number 1 chai 330ml;Number one;196.000,0;191.016,00;7,883;;;0,0;0,0;thùng;PVN918;24,0;;PVN918;0,0;1;1;0,0
PVN2227;8936006170244;Nước tinh khiết Number 1 500ml;Number one;5.000,0;1.250,00;0,0;;;0,0;0,0;chai;;1,0;;;0,0;1;1;0,0
PVN2227-2;PVN2227;Nước tinh khiết Number 1 500ml;Number one;40.000,0;30.000,00;0,0;;;0,0;0,0;thùng;PVN2227;24,0;;PVN2227;0,0;1;1;0,0
PVN2227-1;PVN5038;Nước tinh khiết Number 1 500ml;Number one;20.000,0;15.000,00;0,0;;;0,0;0,0;lóc 12;PVN2227;12,0;;PVN2227;0,0;1;1;0,0
PVN2198;8936193070105;NTL Number one hương dâu chai 365ml;Number one;9.000,0;7.834,00;46,0;;;0,0;0,0;chai;;1,0;;;0,0;1;1;0,0
PVN2198-1;PVN2204;NTL Number one hương dâu chai 365ml;Number one;52.000,0;47.004,00;7,667;;;0,0;0,0;lóc;PVN2198;6,0;;PVN2198;0,0;1;1;0,0
PVN2198-2;PVN2205;NTL Number one hương dâu chai 365ml;Number one;196.000,0;188.016,00;1,917;;;0,0;0,0;thùng;PVN2198;24,0;;PVN2198;0,0;1;1;0,0
PVN2550;8936193070082;NTL Number 1 hương Chanh chai 330ml;Number one;9.000,0;7.834,00;233,0;;;0,0;0,0;chai;;1,0;;;0,0;1;1;0,0
PVN2550-1;PVN2551;NTL Number 1 hương Chanh chai 330ml;Number one;52.000,0;47.004,00;38,833;;;0,0;0,0;lóc;PVN2550;6,0;;PVN2550;0,0;1;1;0,0
PVN2550-2;PVN2552;NTL Number 1 hương Chanh chai 330ml;Number one;196.000,0;188.016,00;9,708;;;0,0;0,0;thùng;PVN2550;24,0;;PVN2550;0,0;1;1;0,0
PVN4839;8936193070310;Sữa đậu nành Number 1 Soya canxi 268ml;Number one;8.000,0;6.125,00;38,0;;;0,0;0,0;chai;;1,0;;;0,0;1;1;0,0
PVN4839-1;PVN5117;Sữa đậu nành Number 1 Soya canxi 268ml;Number one;42.000,0;36.750,00;6,333;;;0,0;0,0;lóc;PVN4839;6,0;;PVN4839;0,0;1;1;0,0
PVN4839-2;PVN5118;Sữa đậu nành Number 1 Soya canxi 268ml;Number one;155.000,0;147.000,00;1,583;;;0,0;0,0;thùng;PVN4839;24,0;;PVN4839;0,0;1;1;0,0
PVN533;8934868162353;Tẩy Vim xanh chai 880ml;Vim;34.000,0;29.070,00;18,0;;;0,0;0,0;chai;;1,0;;;0,0;1;1;0,0
PVN534;8934868141532;Tẩy Vim xanh chai 500ml;Vim;24.000,0;18.851,00;22,0;;;0,0;0,0;chai;;1,0;;;0,0;1;1;0,0
8934868134305;8934868134305;Vim vệ sinh Zero xanh chai 750ml;Vim;35.000,0;28.122,00;0,0;;;0,0;0,0;chai;;1,0;;;0,0;1;1;0,0
8934868161455;8934868161455;Vim trắng hương chanh sả dịu mát chai 870ml;Vim;36.000,0;29.493,00;1,0;;;0,0;0,0;chai;;1,0;;;0,0;1;1;0,0
8934868161448;8934868161448;Vim trắng sáng hương hoa oải hương chai 870ml;Vim;36.000,0;29.493,00;0,0;;;0,0;0,0;hộp;;1,0;;;0,0;1;1;0,0
8934868187271;8934868187271;VIM viên treo bồn cầu hương trà xanh & chanh hộp 50g;Vim;28.000,0;21.300,00;2,0;;;0,0;0,0;hộp;;1,0;;;0,0;1;1;0,0
8934868187295;8934868187295;VIM viên treo bồn cầu hương chanh hộp 90g;;28.000,0;21.300,00;3,0;;;0,0;0,0;hộp;;1,0;;;0,0;1;1;0,0
8934868187318;8934868187318;VIM viên treo bồn cầu hương lavender 50g;Vim;28.000,0;21.300,00;1,0;;;0,0;0,0;hộp;;1,0;;;0,0;1;1;0,0
6902088979091;6902088979091;Vim thả bồn cầu hương bạc hà vỉ (4 viên);Vim;48.000,0;42.033,00;3,0;;;0,0;0,0;vĩ;;1,0;;;0,0;1;1;0,0
8934868196587;8934868196587;Vim bọt tuyết đa năng chai 500ml;Vim;39.000,0;34.663,00;3,0;;;0,0;0,0;chai;;1,0;;;0,0;1;1;0,0
sm-115-67431;8934839126018;KDR Closeup tinh thể băng tuyết thơm mát 3 cực hộp 180g;Closeup;38.000,0;34.615,00;0,0;;;0,0;0,0;hộp;;1,0;;;0,0;1;1;0,0
PVN1445;8934839125967;KDR Closeup Bạc hà thơm mát hộp 180g;Closeup;38.000,0;34.615,00;0,0;;;0,0;0,0;hộp;;1,0;;;0,0;1;1;0,0
PVN1910;8934839126001;KDR Closeup tinh thể băng tuyết thơm mát bất tận 230g;Closeup;42.000,0;39.186,00;22,0;;;0,0;0,0;cây;;1,0;;;0,0;1;1;0,0
8934839125950;8934839125950;KDR Closeup bạc hà thơm mát hộp 230g;Closeup;42.000,0;39.186,00;19,0;;;0,0;0,0;hộp;;1,0;;;0,0;1;1;0,0
sm-115-26027;8934839128050;KDR P/S bảo vệ 123 than hoạt tính hộp 180g;PS;36.000,0;31.755,00;20,0;;;0,0;0,0;hộp;;1,0;;;0,0;1;1;0,0
sm-115-56639;8934839127732;KDR P/S bảo vệ 123 hộp 180g;PS;34.000,0;27.843,00;18,0;;;0,0;0,0;hộp;;1,0;;;0,0;1;1;0,0
sm-115-45065;8934839129019;KDR P/S bé ngoan hương dâu hộp 35g;PS;10.000,0;6.200,00;15,0;;;0,0;0,0;hộp;;1,0;;;0,0;1;1;0,0
2-6t;8934839123710;BCDR P/S siêu mềm cho bé 2-6 tuổi;PS;18.000,0;13.131,00;15,0;;;0,0;0,0;cây;;1,0;;;0,0;1;1;0,0
PVN2003;8934839123727;BCDR P/S siêu mềm cho bé 7-11 tuổi;PS;18.000,0;13.092,00;18,0;;;0,0;0,0;cây;;1,0;;;0,0;1;1;0,0
8934839125493;8934839125493;BCDR P/S trẻ em 7-11 tuổi;PS;28.000,0;23.305,00;4,0;;;0,0;0,0;cây;;1,0;;;0,0;1;1;0,0
PVN3198;8934839125486;BCDR P/S trẻ em từ 2-6t siêu mềm cây;PS;28.000,0;23.249,00;2,0;;;0,0;0,0;cây;;1,0;;;0,0;1;1;0,0
PVN4857;8934839128098;KDR P/S trà xanh 180g;PS;36.000,0;31.869,00;0,0;;;0,0;0,0;tuýp;;1,0;;;0,0;1;1;0,0
PVN4963;8934839127947;Bộ bàn chải P/S lông tơ mềm mại;PS;38.000,0;32.870,00;0,0;;;0,0;0,0;bộ;;1,0;;;0,0;1;1;0,0
PVN5126;8934839135010;BCDR P/S lông tơ siêu mềm mại cây;PS;20.000,0;14.701,00;23,0;;;0,0;0,0;cây;;1,0;;;0,0;1;1;0,0
PVN5127;8934839128074;KDR P/S muối hồng hoa cúc hộp 180g;PS;36.000,0;31.755,00;12,0;;;0,0;0,0;cây;;1,0;;;0,0;1;1;0,0
PVN5182;8934839127978;BCDR P/S than bạc siêu mềm kháng khuẩn;PS;32.000,0;27.622,00;11,0;;;0,0;0,0;cây;;1,0;;;0,0;1;1;0,0
PVN5183;8934839128463;BCDR P/S muối tre chăm sóc nướu;PS;30.000,0;23.671,00;0,0;;;0,0;0,0;cây;;1,0;;;0,0;1;1;0,0
PVN5184;8934839128470;BCDR P/S muối hồng trắng răng tự nhiên;PS;30.000,0;23.671,00;0,0;;;0,0;0,0;cây;;1,0;;;0,0;1;1;0,0
8934839131715;8934839131715;KDR P/S ngừa sâu răng vượt trội hộp 180g;PS;28.000,0;23.790,00;18,0;;;0,0;0,0;hộp;;1,0;;;0,0;1;1;0,0
8934839131739;8934839131739;KDR P/S ngừa sâu răng vượt trội hộp 100g;PS;18.000,0;14.421,00;20,0;;;0,0;0,0;hộp;;1,0;;;0,0;1;1;0,0
8934839127749;8934839127749;KĐR P/S Bảo vệ 123 hộp 230g;PS;38.000,0;32.761,00;16,0;;;0,0;0,0;hộp;;1,0;;;0,0;1;1;0,0
8934839131722;8934839131722;KĐR P/S ngừa sâu răng vượt trội hộp 230g;PS;32.000,0;28.003,00;18,0;;;0,0;0,0;hộp;;1,0;;;0,0;1;1;0,0
8934839128104;8934839128104;KĐR P/S trà xanh hộp 230g;PS;40.000,0;35.229,00;8,0;;;0,0;0,0;hộp;;1,0;;;0,0;1;1;0,0
8934839128067;8934839128067;KĐR P/S Than hoạt tính hộp 230g;PS;40.000,0;35.811,00;16,0;;;0,0;0,0;hộp;;1,0;;;0,0;1;1;0,0
8934839134020;8934839134020;BCDR P/S Bảo vệ 123 mềm mại cây;PS;11.000,0;8.308,00;0,0;;;0,0;0,0;cây;;1,0;;;0,0;1;1;0,0
PVN8466;8934839135027;BCDR P/S Than bạc siêu mềm kháng khuẩn;PS;35.000,0;28.454,00;0,0;;;0,0;0,0;cây;;1,0;;;0,0;1;1;0,0
8934839135003;8934839135003;BCDR P/S Lông tơ sạch hiệu quả cây;PS;20.000,0;14.765,00;0,0;;;0,0;0,0;cây;;1,0;;;0,0;1;1;0,0
8934839135126;8934839135126;KĐR P/S bé ngoan hương dâu hộp 90g;PS;25.000,0;14.880,00;9,0;;;0,0;0,0;hộp;;1,0;;;0,0;1;1;0,0
8934839135164;8934839135164;KĐR P/S Chuyên gia chăm sóc nướu thơm mát hộp 100g;PS;65.000,0;58.683,00;0,0;;;0,0;0,0;cây;;1,0;;;0,0;1;1;0,0
8934839135171;8934839135171;KĐR P/S Chuyên gia chăm sóc nướu trắng răng hộp 100g;PS;65.000,0;58.937,00;7,0;;;0,0;0,0;cây;;1,0;;;0,0;1;1;0,0
8934868199434;8934868199434;KĐT P/S baking soda hương thảo hộp 180g;PS;40.000,0;31.618,00;3,0;;;0,0;0,0;hộp;;1,0;;;0,0;1;1;0,0
8934868199441;8934868199441;KĐR P/S than hoạt tính hộp 180g;PS;37.000,0;31.618,00;18,0;;;0,0;0,0;hộp;;1,0;;;0,0;1;1;0,0
8934868199465;8934868199465;KĐR P/S muối hồng hoa cúc hộp 180g;PS;40.000,0;31.618,00;3,0;;;0,0;0,0;hộp;;1,0;;;0,0;1;1;0,0
8934868199359;8934868199359;KĐR P/S trà xanh hộp 180g;PS;36.000,0;31.965,00;10,0;;;0,0;0,0;hộp;;1,0;;;0,0;1;1;0,0
PVN6684;8934868155690;DG Dove phục hồi hư tổn chai 170g;Dove;49.000,0;32.473,00;0,0;;;0,0;0,0;chai;;1,0;;;0,0;1;1;0,0
8934868188636;8934868188636;ST Dove hồng hương hoa muối hồng dây;Dove;14.000,0;10.954,00;12,0;;;0,0;0,0;dây;;1,0;;;0,0;1;1;0,0
8934868191476;8934868191476;ST Dove xanh lá đào bơ hoa cúc dây;Dove;14.000,0;10.954,00;20,0;;;0,0;0,0;dây;;1,0;;;0,0;1;1;0,0
8934868188667;8934868188667;ST Dove xanh tái tạo độ ẩm xanh dây;Dove;14.000,0;10.954,00;27,0;;;0,0;0,0;dây;;1,0;;;0,0;1;1;0,0
8934868188674;8934868188674;ST Dove xanh tái tạo độ ẩm chai 500g;Dove;120.000,0;111.362,00;1,0;;;0,0;0,0;chai;;1,0;;;0,0;1;1;0,0
8934868188643;8934868188643;ST Dove hồng hương hoa muối hồng chai 500g;Dove;120.000,0;111.362,00;1,0;;;0,0;0,0;chai;;1,0;;;0,0;1;1;0,0
8934868192169;8934868192169;DG Dove Ceramide phục hồi tóc hư tổn dây;Dove;14.000,0;11.197,00;0,0;;;0,0;0,0;dây;;1,0;;;0,0;1;1;0,0
8934868192206;8934868192206;KX Dove Biotin ngăn rụng tóc dây;Dove;14.000,0;11.618,00;0,0;;;0,0;0,0;dây;;1,0;;;0,0;1;1;0,0
8934868192275;8934868192275;KX Dove Ceramide phục hồi hư tổn dây;Dove;14.000,0;11.618,00;0,0;;;0,0;0,0;dây;;1,0;;;0,0;1;1;0,0
8934868192114;8934868192114;DG Dove biotin ngăn gãy rụn tóc dây;Dove;14.000,0;11.618,00;15,0;;;0,0;0,0;dây;;1,0;;;0,0;1;1;0,0
8934868196389;8934868196389;DG Dove phục hồi hư tổn dây (10+2);Dove;14.000,0;11.595,00;0,0;;;0,0;0,0;dây;;1,0;;;0,0;1;1;0,0
8934868196402;8934868196402;KX Dove Ceramide phục hồi hư tổn dây (10+2);Dove;14.000,0;11.618,00;14,0;;;0,0;0,0;dây;;1,0;;;0,0;1;1;0,0
8934868188681;8934868188681;ST Dove xanh tạo độ ẩm chai 900g;Dove;192.000,0;180.341,00;0,0;;;0,0;0,0;chai;;1,0;;;0,0;1;1;0,0
8934868192152;8934868192152;DG Dove ceramide phục hồi hư tổn chai 640g;Dove;142.000,0;133.599,00;0,0;;;0,0;0,0;chai;;1,0;;;0,0;1;1;0,0
PVN9389;8934868180500;DG Dove phục hồi tóc hư tổn chai 320g;Dove;86.000,0;73.694,00;3,0;;;0,0;0,0;chai;;1,0;;;0,0;1;1;0,0
8934868188612;8934868188612;ST Dove xanh lá đào bơ hoa cúc chai 500g;Dove;120.000,0;111.362,00;0,0;;;0,0;0,0;chai;;1,0;;;0,0;1;1;0,0
sm-110-48837;8934868164166;DG Lifebuoy xanh tóc dày óng ả chai 320g;Lifebuoy;52.000,0;49.470,00;0,0;;;0,0;0,0;chai;;1,0;;;0,0;1;1;0,0
sm-127-56590;8934868145233;XBC Lifebuoy đỏ bảo vệ vượt trội cục 90g;Lifebuoy;13.000,0;11.392,00;9,0;;;0,0;0,0;cục;;1,0;;;0,0;1;1;0,0
sm-127-56591;8934868145219;XBC Lifebuoy xanh chăm sóc da cục 90g;Lifebuoy;13.000,0;11.329,00;8,0;;;0,0;0,0;cục;;1,0;;;0,0;1;1;0,0
PVN301;8934868145257;XBC Lifebuoy đỏ bảo vệ vượt trội hộp 125g;Lifebuoy;15.000,0;13.229,00;15,0;;;0,0;0,0;hộp;;1,0;;;0,0;1;1;0,0
8934868154532;8934868154532;ST Lifebuoy đỏ bảo vệ vượt trội chai 1.1kg;Lifebuoy;152.000,0;139.112,00;1,0;;;0,0;0,0;chai;;1,0;;;0,0;1;1;0,0
8934868164173;8934868164173;DG Lifebuoy xanh dưỡng tóc óng ả chai 640g;Lifebuoy;92.000,0;82.538,00;0,0;;;0,0;0,0;chai;;1,0;;;0,0;1;1;0,0
8934868153245;8934868153245;DG Lifebuoy đỏ mềm mượt & kháng khuẩn dây;Lifebuoy;10.000,0;6.454,00;17,0;;;0,0;0,0;dây;;1,0;;;0,0;1;1;0,0
8934868164180;8934868164180;DG Lifebuoy xanh dưỡng tóc óng ả dây;Lifebuoy;10.000,0;6.454,00;15,0;;;0,0;0,0;dây;;1,0;;;0,0;1;1;0,0
8934868167013;8934868167013;NRT Lifebuoy đỏ bảo vệ vượt trội túi 400g;Lifebuoy;53.000,0;48.272,00;5,0;;;0,0;0,0;túi;;1,0;;;0,0;1;1;0,0
PVN4856;8934868153238;DG Lifebuoy đỏ mềm mượt kháng khuẩn chai 640g;Lifebuoy;92.000,0;82.538,00;4,0;;;0,0;0,0;chai;;1,0;;;0,0;1;1;0,0
PVN5052;8934868164159;DG Lifebuoy xanh tóc dày óng ảnh chai 170g;Lifebuoy;32.000,0;28.921,00;1,0;;;0,0;0,0;chai;;1,0;;;0,0;1;1;0,0
PVN5064;8934868166344;NRT Lifebuoy đỏ bảo vệ vượt trội 450g;Lifebouy;68.000,0;62.329,00;0,0;;;0,0;0,0;chai;;1,0;;;0,0;1;1;0,0
PVN5065;8934868166337;NRT Lifebuoy xanh chăm sóc da chai 450g;Lifebuoy;68.000,0;62.668,00;2,0;;;0,0;0,0;chai;;1,0;;;0,0;1;1;0,0
PVN5324;8934868167150;ST Lifebuoy đỏ bảo vệ vượt trội túi 800g;Lifebuoy;120.000,0;110.479,00;2,0;;;0,0;0,0;túi;;1,0;;;0,0;1;1;0,0
8934868167143;8934868167143;ST Lifebuoy xanh chăm sóc da túi 800g;Lifebuoy;120.000,0;110.479,00;1,0;;;0,0;0,0;túi;;1,0;;;0,0;1;1;0,0
PVN5800;8934868173106;ST Lifebuoy đỏ bảo vệ vượt trội chai 850g (KM);Lifebouy;145.000,0;136.431,00;0,0;;;0,0;0,0;chai;;1,0;;;0,0;1;1;0,0
PVN6068;8934868166320;NRT Lifebuoy vàng hương chanh khử mùi chai 450g;Lifebuoy;68.000,0;62.668,00;2,0;;;0,0;0,0;chai;;1,0;;;0,0;1;1;0,0
PVN6127;8934868167068;ST Lifebuoy xanh dưỡng ẩm chai 1kg;Lifebouy;154.000,0;144.233,00;0,0;;;0,0;0,0;chai;;1,0;;;0,0;1;1;0,0
PVN6456;8934868154594;ST Lifebuoy xanh chăm sóc da chai 1.1kg;Lifebuoy;152.000,0;139.112,00;1,0;;;0,0;0,0;chai;;1,0;;;0,0;1;1;0,0
8934868171010;8934868171010;NRT Lifebuoy xanh dưỡng ẩm xanh túi 400g;Lifebuoy;53.000,0;47.653,00;0,0;;;0,0;0,0;túi;;1,0;;;0,0;1;1;0,0
8934868171034;8934868171034;NRT Lifebuoy đỏ bảo vệ vượt trội đỏ túi 1kg;Lifebuoy;118.000,0;109.241,00;2,0;;;0,0;0,0;túi;;1,0;;;0,0;1;1;0,0
PVN7743;8934868183617;XBC Lifebuoy xanh dưỡng ẩm cục cục 125g;Lifebuoy;15.000,0;13.546,00;11,0;;;0,0;0,0;cục;;1,0;;;0,0;1;1;0,0
8934868177784;8934868177784;ST Lifebuoy xanh chăm sóc da chai 800g;Lifebuoy;134.000,0;121.757,00;0,0;;;0,0;0,0;chai;;1,0;;;0,0;1;1;0,0
8934868177760;8934868177760;ST Lifebuoy đỏ bảo vệ da vượt trội chai 800g;Lifebuoy;132.000,0;121.980,00;1,0;;;0,0;0,0;chai;;1,0;;;0,0;1;1;0,0
PVN7897;8934868182429;ST Lifebuoy đỏ bảo vệ vượt trội chai 350g;Lifebuoy;58.000,0;49.051,00;1,0;;;0,0;0,0;chai;;1,0;;;0,0;1;1;0,0
8934868182436;8934868182436;ST Lifebuoy xanh chăm sóc da chai 350g;Lifebuoy;58.000,0;49.051,00;4,0;;;0,0;0,0;chai;;1,0;;;0,0;1;1;0,0
8934868175223;8934868175223;ST Lifebuoy thảo dược & hoa sen chai 800g;Lifebuoy;158.000,0;148.000,00;0,0;;;0,0;0,0;chai;;1,0;;;0,0;1;1;0,0
8934868170990;8934868170990;NRT Lifebuoy xanh dưỡng ẩm túi 1kg;Lifebuoy;125.000,0;90.214,00;0,0;;;0,0;0,0;túi;;1,0;;;0,0;1;1;0,0
PVN8438;8934868185192;XBC Lifebuoy Matcha và khô qua cục 125g;Lifebuoy;16.000,0;13.546,00;9,0;;;0,0;0,0;cục;;1,0;;;0,0;1;1;0,0
8934868167112;8934868167112;ST Lifebuoy khổ qua trà xanh chai 800g;Lifebuoy;158.000,0;147.714,00;2,0;;;0,0;0,0;chai;;1,0;;;0,0;1;1;0,0
PVN9359;8934868155324;NRT Lifebuoy đỏ chăm sóc da chai 180g;Lifebuoy;32.000,0;27.485,00;3,0;;;0,0;0,0;chai;;1,0;;;0,0;1;1;0,0
8934868198840;8934868198840;NRT Lifebuoy đỏ bảo vệ vượt trội chai 499ml;Lifebuoy;70.000,0;62.668,00;1,0;;;0,0;0,0;chai;;1,0;;;0,0;1;1;0,0
8934868198826;8934868198826;NRT Lifebuoy xanh dưỡng ẩm chai 499ml;Lifebuoy;70.000,0;62.668,00;3,0;;;0,0;0,0;chai;;1,0;;;0,0;1;1;0,0
8934868199755;8934868199755;ST Lifebuoy đỏ bảo vệ vượt trội chai 899g;Lifebuoy;138.000,0;124.736,00;0,0;;;0,0;0,0;chai;;1,0;;;0,0;1;1;0,0
8934868199748;8934868199748;ST Lifebuoy xanh chăm sóc da chai 899g;Lifebuoy;138.000,0;124.736,00;0,0;;;0,0;0,0;chai;;1,0;;;0,0;1;1;0,0
PVN18;8934868166559;SRM Hazeline yến mạch dâu tằm tuýp 100g;Hazeline;45.000,0;39.774,00;5,0;;;0,0;0,0;tuýp;;1,0;;;0,0;1;1;0,0
PVN5056;8934868166580;SRM Hazeline nghệ hoa cúc tuýp 50g;Hazeline;28.000,0;20.956,00;0,0;;;0,0;0,0;tuýp;;1,0;;;0,0;1;1;0,0
PVN5057;8934868166566;SRM Hazeline yến mạch dâu tằm tuýp 50g;Hazeline;28.000,0;20.956,00;5,0;;;0,0;0,0;tuýp;;1,0;;;0,0;1;1;0,0
PVN5323;8934868166573;SRM Hazeline nghệ hoa cúc tuýp 100g;Hazeline;45.000,0;37.966,00;5,0;;;0,0;0,0;túyp;;1,0;;;0,0;1;1;0,0
8934868185727;8934868185727;SRM Hazeline tràm trà Cica tuýp 100g (KM);Hazeline;45.000,0;39.774,00;0,0;;;0,0;0,0;tuýp;;1,0;;;0,0;1;1;0,0
8934868183198;8934868183198;SRM Hazeline tràm trà Cica tuýp 50g;Hazeline;28.000,0;20.956,00;0,0;;;0,0;0,0;tuýp;;1,0;;;0,0;1;1;0,0
