ma_hang;ma_vach;ten_hang;thuong_hieu;gia_ban;gia_von;ton_kho;ton_nho_nhat;ton_lon_nhat;dvt;ma_dvt_co_ban;quy_doi;ma_hh_lien_quan;trong_luong;gia_si
SP002024;PVN638;Sữa đặc ông thọ đỏ hộp 40g;Vinamilk;29000;25716;30;;;vỉ;SP002023;6;SP002023;;0
SP002025;8934673314503;Sữa đặc Ngôi sao Phương Nam xanh lá lon 380g;Vinamilk;20000;18874;71;;;lon;;1;;;0
SP002026;PVN4845;Sữa đặc Ngôi sao Phương Nam xanh lá lon 380g;Vinamilk;922000;905952;1;;;thùng;SP002025;48;SP002025;;0
SP002027;PVN4877;Sữa đặc Ngôi sao Phương Nam xanh lá lon 380g;Vinamilk;196000;188740;7;;;chục;SP002025;10;SP002025;;0
SP002028;8934673218368;Sữa đặc Ngôi sao Phương Nam xanh lá hộp 380g;Vinamilk;20000;18527;61;;;hộp;;1;;;0
SP002029;PVN5474;Sữa đặc Ngôi sao Phương Nam xanh lá hộp 380g;Vinamilk;454000;444648;3;;;thùng;SP002028;24;SP002028;;0
SP002030;8934673314909;Sữa đặc Ngôi sao Phương Nam xanh lá hộp 1284g;Vinamilk;64000;62204;36;;;hộp;;1;;;0
SP002031;PVN5690;Sữa đặc Ngôi sao Phương Nam xanh lá hộp 1284g;Vinamilk;756000;746448;3;;;thùng;SP002030;12;SP002030;;0
SP002032;8936082160115;Khăn ướt không mùi Phương Nam gói 180g;Babyskin;20000;12000;18;;;gói;;1;;;0
CCD;;Sữa chua Vinamilk có đường hộp 100g;Vinamilk;7000;5683;226;;;hộp;;1;;;0
CCDL;8934673606820;Sữa chua Vinamilk có đường hộp 100g;Vinamilk;24000;22732;57;;;lóc;CCD;4;CCD;;0
CCDT;;Sữa chua Vinamilk có đường hộp 100g;Vinamilk;280000;272784;5;;;thùng;CCD;48;CCD;;0
CKD;;Sữa chua Vinamilk không đường hộp 100g;Vinamilk;7000;5683;192;;;hộp;;1;;;0
CKDL;8934673605823;Sữa chua Vinamilk không đường hộp 100g;Vinamilk;24000;22732;48;;;lóc;CKD;4;CKD;;0
CKDT;PVN1255;Sữa chua Vinamilk không đường hộp 100g;Vinamilk;280000;272784;4;;;thùng;CKD;48;CKD;;0
CND;1009;Sữa chua Vinamilk nha đam hộp 100g;Vinamilk;8000;6829;104;;;hộp;;1;;;0
CNDL;8934673601825;Sữa chua Vinamilk nha đam hộp 100g;Vinamilk;30000;27316;26;;;lóc;CND;4;CND;;0
CNDT;PVN6216;Sữa chua Vinamilk nha đam hộp 100g;Vinamilk;335000;327792;2;;;thùng;CND;48;CND;;0
PD65;pbd65;Sữa chua uống Probi có đường chai 65ml;Vinamilk;5000;4203;0;;;chai;;1;;;0
PD65L;8934673400510;Sữa chua uống Probi có đường chai 65ml;Vinamilk;23000;21015;0;;;lóc;PD65;5;PD65;;0
PD65T;PVN5990;Sữa chua uống Probi có đường chai 65ml;Vinamilk;220000;210150;0;;;thùng;PD65;50;PD65;;0
PBD;;Sữa chua uống Probi vị dâu chai 65ml;Vinamilk;5000;4202;7;;;chai;;1;;;0
PBDL;8934673434508;Sữa chua uống Probi vị dâu chai 65ml;Vinamilk;23000;21010;1;;;lóc;PBD;5;PBD;;0
PBDT;PVN3649;Sữa chua uống Probi vị dâu chai 65ml;Vinamilk;220000;210100;0;;;thùng;PBD;50;PBD;;0
PVQ65;PVN6941;Sữa chua uống Probi vị việt quốc chai 65ml;Vinamilk;5000;4203;110;;;chai;;1;;;0
PVQ65L;8934673320566;Sữa chua uống Probi vị việt quốc chai 65ml;Vinamilk;23000;21015;22;;;lóc;PVQ65;5;PVQ65;;0
PVQ65T;PVN6943;Sữa chua uống Probi vị việt quốc chai 65ml;Vinamilk;220000;210150;2;;;thùng;PVQ65;50;PVQ65;;0
PDG65;;Sữa chua uống Probi vị dưa gang chai 65ml;Vinamilk;5000;4202;24;;;chai;;1;;;0
PDG65L;8934673435505;Sữa chua uống Probi vị dưa gang chai 65ml;Vinamilk;23000;21010;5;;;lóc;PDG65;5;PDG65;;0
PDG65T;PVN8557;Sữa chua uống Probi vị dưa gang chai 65ml;Vinamilk;220000;210100;0;;;thùng;PDG65;50;PDG65;;0
SP002055;8935311110563;Cháo nấm đông cô Vifon gói 70g;Vifon;8000;7251;69;;;gói;;1;;;0
SP002056;PVN4930;Cháo nấm đông cô Vifon gói 70g;Vifon;76000;72510;7;;;lóc;SP002055;10;SP002055;;0
SP002057;PVN4931;Cháo nấm đông cô Vifon gói 70g;Vifon;368000;217530;2;;;thùng;SP002055;30;SP002055;;0
SP002058;8935311100472;Mì lẩu thái tômyum vifon ly 60g;Vifon;8000;6473;70;;;ly;;1;;;0
SP002059;PVN4939;Mì lẩu thái tômyum vifon ly 60g;Vifon;72000;64730;7;;;lóc;SP002058;10;SP002058;;0
SP002060;PVN4940;Mì lẩu thái tômyum vifon ly 60g;Vifon;156000;155352;3;;;thùng;SP002058;24;SP002058;;0
SP002061;8935311110440;Phở bò Vifon gói 65g;Vifon;8000;6503;0;;;gói;;1;;;0
SP002062;PVN5314;Phở bò Vifon gói 65g;Vifon;74000;65030;0;;;lóc;SP002061;10;SP002061;;0
SP002063;PVN5315;Phở bò Vifon gói 65g;Vifon;202000;195090;0;;;thùng;SP002061;30;SP002061;;0
SP002064;8935311110624;Cháo thịt bầm Vifon gói 70g;Vifon;8000;7219;103;;;gói;;1;;;0
SP002065;PVN6446;Cháo thịt bầm Vifon gói 70g;Vifon;76000;72190;10;;;lóc;SP002064;10;SP002064;;0
SP002066;PVN6447;Cháo thịt bầm Vifon gói 70g;Vifon;368000;360950;2;;;thùng;SP002064;50;SP002064;;0
SP002067;8935311110488;Phở chay rau nấm Vifon gói 65g;Vifon;8000;6503;42;;;gói;;1;;;0
SP002068;PVN5531;Phở chay rau nấm Vifon gói 65g;Vifon;74000;65030;4;;;chục;SP002067;10;SP002067;;0
SP002069;PVN5532;Phở chay rau nấm Vifon gói 65g;Vifon;202000;195090;1;;;thùng;SP002067;30;SP002067;;0
SP002070;8935311110723;Hủ tiếu chay Vifon 65g;Vifon;8000;6243;21;;;gói;;1;;;0
SP002071;PVN5533;Hủ tiếu chay Vifon 65g;Vifon;75000;62430;2;;;chục;SP002070;10;SP002070;;0
SP002072;PVN5534;Hủ tiếu chay Vifon 65g;Vifon;194000;187290;1;;;thùng;SP002070;30;SP002070;;0
SP002073;8935311100410;Mì Gà Vifon ly 60g;Vifon;8000;6242;4;;;ly;;1;;;0
SP002074;PVN5821;Mì Gà Vifon ly 60g;Vifon;164000;149808;0;;;thùng;SP002073;24;SP002073;;0
SP002075;PVN7782;Mì Gà Vifon ly 60g;Vifon;75000;62420;0;;;lóc;SP002073;10;SP002073;;0
SP002076;8935311102414;Mì trộn tương đen Bắc Kinh Vifon gói 93g;Vifon;8000;6408;24;;;gói;;1;;;0
SP002077;PVN6165;Mì trộn tương đen Bắc Kinh Vifon gói 93g;Vifon;75000;64080;2;;;lóc;SP002076;10;SP002076;;0
SP002078;PVN6166;Mì trộn tương đen Bắc Kinh Vifon gói 93g;Vifon;155000;153792;1;;;thùng;SP002076;24;SP002076;;0
SP002079;8935311100458;Mì vifon lẩu thái tôm ly 60g;Vifon;8000;6473;12;;;gói;;1;;;0
SP002080;PVN6246;Mì vifon lẩu thái tôm ly 60g;Vifon;156000;155352;1;;;thùng;SP002079;24;SP002079;;0
SP002081;PVN7783;Mì vifon lẩu thái tôm ly 60g;Vifon;72000;64730;1;;;lóc;SP002079;10;SP002079;;0
SP002082;8935311110921;Cháo cá Vifon gói 50g;Vifon;3500;2612;0;;;gói;;1;;;0
SP002083;PVN6441;Cháo cá Vifon gói 50g;Vifon;32000;26120;0;;;lóc;SP002082;10;SP002082;;0
SP002084;PVN6442;Cháo cá Vifon gói 50g;Vifon;142000;130600;0;;;thùng;SP002082;50;SP002082;;0
SP002085;8935311110983;Cháo thịt bầm Vifon gói 50g;Vifon;3500;2689;43;;;gói;;1;;;0
SP002086;PVN6444;Cháo thịt bầm Vifon gói 50g;Vifon;32000;26890;4;;;lóc;SP002085;10;SP002085;;0
SP002087;PVN6445;Cháo thịt bầm Vifon gói 50g;Vifon;138000;134450;1;;;thùng;SP002085;50;SP002085;;0
SP002088;8935311110549;Cháo thịt gà Vifon gói 70g;Vifon;8000;7219;0;;;gói;;1;;;0
SP002089;PVN6449;Cháo thịt gà Vifon gói 70g;Vifon;76000;72190;0;;;lóc;SP002088;10;SP002088;;0
SP002090;PVN6450;Cháo thịt gà Vifon gói 70g;Vifon;368000;360950;0;;;thùng;SP002088;50;SP002088;;0
SP002091;8935311101899;Mì hải sản cay Vifon gói 105g;Vifon;12000;9929;27;;;gói;;1;;;0
SP002092;PVN6962;Mì hải sản cay Vifon gói 105g;Vifon;110000;99290;3;;;lóc;SP002091;10;SP002091;;0
SP002093;PVN6963;Mì hải sản cay Vifon gói 105g;Vifon;244000;238296;1;;;thùng;SP002091;24;SP002091;;0
SP002094;8935311101462;Mì bò kim chi cay Vifon gói 105g;Vifon;10000;8908;0;;;gói;;1;;;0
SP002095;PVN6965;Mì bò kim chi cay Vifon gói 105g;Vifon;94000;89080;0;;;lóc;SP002094;10;SP002094;;0
SP002096;PVN6966;Mì bò kim chi cay Vifon gói 105g;Vifon;223000;213792;0;;;thùng;SP002094;24;SP002094;;0
SP002097;8935311110945;Cháo gà Vifon gói 50g;Vifon;3500;2686;0;;;gói;;1;;;0
SP002098;PVN6968;Cháo gà Vifon gói 50g;Vifon;32000;26860;0;;;lóc;SP002097;10;SP002097;;0
SP002099;PVN6969;Cháo gà Vifon gói 50g;Vifon;138000;134300;0;;;thùng;SP002097;50;SP002097;;0
SP002100;8935311100397;Mì bò Vifon ly 60g;Vifon;8000;7417;27;;;ly;;1;;;0
SP002101;PVN6976;Mì bò Vifon ly 60g;Vifon;156000;178008;1;;;thùng;SP002100;24;SP002100;;0
SP002102;PVN7781;Mì bò Vifon ly 60g;Vifon;72000;74170;3;;;lóc;SP002100;10;SP002100;;0
SP002103;8935311101073;Mì xào tương đen Vifon hộp 90g;Vifon;12000;10100;0;;;hộp;;1;;;0
SP002104;PVN7154;Mì xào tương đen Vifon hộp 90g;Vifon;188000;181800;0;;;thùng;SP002103;18;SP002103;;0
SP002105;8935311110600;Cháo sườn heo Vifon gói 70g;Vifon;8000;7267;3;;;gói;;1;;;0
SP002106;PVN7168;Cháo sườn heo Vifon gói 70g;Vifon;76000;72670;0;;;lóc;SP002105;10;SP002105;;0
SP002107;PVN7169;Cháo sườn heo Vifon gói 70g;Vifon;368000;363350;0;;;thùng;SP002105;50;SP002105;;0
SP002108;8935311103107;Mì Kim Chi Vifon ly 60g;Vifon;8000;6242;0;;;ly;;1;;;0
SP002109;PVN8470;Mì Kim Chi Vifon ly 60g;Vifon;156000;149808;0;;;thùng;SP002108;24;SP002108;;0
SP002110;PVN8471;Mì Kim Chi Vifon ly 60g;Vifon;72000;62420;0;;;chục;SP002108;10;SP002108;;0
SP002111;8935311110648;Cháo thịt bò Vifon gói 70g;Vifon;8000;7219;26;;;gói;;1;;;0
SP002112;PVN8880;Cháo thịt bò Vifon gói 70g;Vifon;76000;72190;3;;;lóc;SP002111;10;SP002111;;0
SP002113;PVN8881;Cháo thịt bò Vifon gói 70g;Vifon;368000;360950;1;;;thùng;SP002111;50;SP002111;;0
SP002114;8935311110020;Cháo yến vị thịt bầm Vifon bịch 50g;Vifon;8500;7600;40;;;bịch;;1;;;0
SP002115;PVN9537;Cháo yến vị thịt bầm Vifon bịch 50g;Vifon;82000;76000;4;;;10 gói;SP002114;10;SP002114;;0
SP002116;PVN9538;Cháo yến vị thịt bầm Vifon bịch 50g;Vifon;236000;228000;1;;;thùng;SP002114;30;SP002114;;0
SP002117;8935001212522;Nước yến đỏ Wonderfarm lon 240ml;Wonderfarm;7000;5167;30;;;lon;;1;;;0
SP002118;PVN1569;Nước yến đỏ Wonderfarm lon 240ml;Wonderfarm;38000;31002;5;;;lóc;SP002117;6;SP002117;;0
SP002119;PVN5853;Nước yến đỏ Wonderfarm lon 240ml;Wonderfarm;160000;124008;1;;;thùng;SP002117;24;SP002117;;0
SP002120;8935001219613;Hộp quà yến sào Khánh Hòa Wonderfarm;Wonderfarm;70000;46000;0;;;hộp;;1;;;0
SP002121;PVN5988;Hộp quà yến sào Khánh Hòa Wonderfarm;Wonderfarm;275000;230000;0;;;thùng;SP002120;5;SP002120;;0
SP002122;8935001214236;Trà bí đao Wonderfarm lon 310ml;Wonderfarm;8500;6125;48;;;lon;;1;;;0
SP002123;PVN1572-1;Trà bí đao Wonderfarm lon 310ml;Wonderfarm;42000;36750;8;;;lóc;SP002122;6;SP002122;;0
SP002124;PVN1572-2;Trà bí đao Wonderfarm lon 310ml;Wonderfarm;154000;147000;2;;;thùng;SP002122;24;SP002122;;0
SP002125;8935001282365;Trà bí đao chai 280ml;Wonderfarm;7000;5209;45;;;chai;;1;;;0
SP002126;PVN1607;Trà bí đao chai 280ml;Wonderfarm;36000;31254;8;;;lóc;SP002125;6;SP002125;;0
SP002127;PVN1608;Trà bí đao chai 280ml;Wonderfarm;130000;125016;2;;;thùng;SP002125;24;SP002125;;0
SP002128;8935001282655;Trá bí đao Wonderfarm chai 440ml;Wonderfarm;9000;6458;79;;;chai;;1;;;0
SP002129;PVN6891;Trá bí đao Wonderfarm chai 440ml;Wonderfarm;46000;38748;13;;;lóc;SP002128;6;SP002128;;0
SP002130;PVN6892;Trá bí đao Wonderfarm chai 440ml;Wonderfarm;162000;154992;3;;;thùng;SP002128;24;SP002128;;0
SP002131;8935001282266;Nước trái cây Latte vị trà sữa chai 440ml;Wonderfarm;9000;7500;17;;;chai;;1;;;0
SP002132;PVN4941;Nước trái cây Latte vị trà sữa chai 440ml;Wonderfarm;48000;45000;3;;;lóc;SP002131;6;SP002131;;0
SP002133;PVN4942;Nước trái cây Latte vị trà sữa chai 440ml;Wonderfarm;180000;180000;1;;;thùng;SP002131;24;SP002131;;0
SP002134;8935001282297;Nước trái cây Latte vị Dâu chai 440ml;Wonderfarm;9000;7500;51;;;chai;;1;;;0
SP002135;PVN1597;Nước trái cây Latte vị Dâu chai 440ml;Wonderfarm;48000;45000;9;;;lóc;SP002134;6;SP002134;;0
SP002136;PVN1598;Nước trái cây Latte vị Dâu chai 440ml;Wonderfarm;180000;180000;2;;;thùng;SP002134;24;SP002134;;0
SP002137;8935001282280;Nước trái cây Latte vị Đào chai 440ml;Wonderfarm;9000;7292;60;;;chai;;1;;;0
SP002138;PVN1600;Nước trái cây Latte vị Đào chai 440ml;Wonderfarm;48000;43752;10;;;lóc;SP002137;6;SP002137;;0
SP002139;PVN1601;Nước trái cây Latte vị Đào chai 440ml;Wonderfarm;180000;175008;3;;;thùng;SP002137;24;SP002137;;0
SP002140;8935001282686;Nước trái cây Latte vị socola sữa chai 440ml;Wonderfarm;9000;7292;46;;;chai;;1;;;0
SP002141;PVN8318;Nước trái cây Latte vị socola sữa chai 440ml;Wonderfarm;48000;43752;8;;;lóc;SP002140;6;SP002140;;0
SP002142;PVN8319;Nước trái cây Latte vị socola sữa chai 440ml;Wonderfarm;180000;175008;2;;;thùng;SP002140;24;SP002140;;0
SP002143;8934587902407;Mì colusa gói 80g;Colusa;3500;3300;226;;;gói;;1;;;0
SP002144;PVN2176;Mì colusa gói 80g;Colusa;326000;330000;2;;;thùng;SP002143;100;SP002143;;0
SP002145;PVN2237;Mì colusa gói 80g;Colusa;34000;33000;23;;;lóc;SP002143;10;SP002143;;0
SP002146;8934587922009;Mì chay Colusa bông sen gói 80g;Colusa;5000;3867;85;;;gói;;1;;;0
SP002147;PVN3187;Mì chay Colusa bông sen gói 80g;Colusa;45000;38670;9;;;lóc;SP002146;10;SP002146;;0
SP002148;PVN3188;Mì chay Colusa bông sen gói 80g;Colusa;122000;116010;3;;;thùng;SP002146;30;SP002146;;0
SP002149;8934587992354;Mì tôm Colusa gói 75g;Colusa;5000;3742;186;;;gói;;1;;;0
SP002150;PVN2533;Mì tôm Colusa gói 75g;Colusa;118000;112260;6;;;thùng;SP002149;30;SP002149;;0
SP002151;PVN4872;Mì tôm Colusa gói 75g;Colusa;45000;37420;19;;;chục;SP002149;10;SP002149;;0
SP002152;8936221044184;Mì Kokomi 90 tôm chua cay gói 90g;Kokomi;4500;3867;100;;;gói;;1;;;0
SP002153;PVN1778;Mì Kokomi 90 tôm chua cay gói 90g;Kokomi;115000;116010;3;;;thùng;SP002152;30;SP002152;;0
SP002154;PVN6426;Mì Kokomi 90 tôm chua cay gói 90g;Kokomi;42000;38670;10;;;lóc;SP002152;10;SP002152;;0
SP002155;8936221044160;Mì Kokomi vị tôm chua cay gói 65g;Kokomi;3000;2587;78;;;gói;;1;;;0
SP002156;PVN3036;Mì Kokomi vị tôm chua cay gói 65g;Kokomi;27000;25870;8;;;lóc;SP002155;10;SP002155;;0
SP002157;PVN3037;Mì Kokomi vị tôm chua cay gói 65g;Kokomi;80000;77610;3;;;thùng;SP002155;30;SP002155;;0
SP002158;8936221044252;Mì Kokomi Pro vị tôm cay sa tế gói 75g;Kokomi;4500;3667;9;;;gói;;1;;;0
SP002159;PVN8129;Mì Kokomi Pro vị tôm cay sa tế gói 75g;Kokomi;42000;36670;1;;;10 gói;SP002158;10;SP002158;;0
SP002160;PVN8130;Mì Kokomi Pro vị tôm cay sa tế gói 75g;Kokomi;115000;110010;0;;;thùng;SP002158;30;SP002158;;0
SP002161;8936236470374;Mì Kokomi Pro hương vị tôm chua cay chanh ớt gói 75g;Kokomi;4500;3600;51;;;gói;;1;;;0
SP002162;PVN9348;Mì Kokomi Pro hương vị tôm chua cay chanh ớt gói 75g;Kokomi;105000;108000;2;;;thùng;SP002161;30;SP002161;;0
SP002163;PVN9539;Mì Kokomi Pro hương vị tôm chua cay chanh ớt gói 75g;Kokomi;42000;36000;5;;;10 gói;SP002161;10;SP002161;;0
SP002164;8936221041756;Mì khoai tây Omachi vị bò hầm gói 80g;Omachi;8000;7334;68;;;gói;;1;;;0
SP002165;PVN1787;Mì khoai tây Omachi vị bò hầm gói 80g;Omachi;212000;220020;2;;;thùng;SP002164;30;SP002164;;0
SP002166;PVN4661;Mì khoai tây Omachi vị bò hầm gói 80g;Omachi;76000;73340;7;;;chục;SP002164;10;SP002164;;0
SP002167;8936221048557;Mì Omachi xốt bò hầm ly 113g (Có xx);Omachi;16000;14458;22;;;hộp;;1;;;0
SP002168;PVN5044;Mì Omachi xốt bò hầm ly 113g (Có xx);Omachi;358000;346992;1;;;thùng;SP002167;24;SP002167;;0
SP002169;PVN9062;Mì Omachi xốt bò hầm ly 113g (Có xx);Omachi;152000;144580;2;;;10 ly;SP002167;10;SP002167;;0
SP002170;8936136164397;Mì trộn Omachi xốt Spaghetti gói 91g;Omachi;9000;7278;36;;;gói;;1;;;0
SP002171;PVN2556;Mì trộn Omachi xốt Spaghetti gói 91g;Omachi;230000;218340;1;;;thùng;SP002170;30;SP002170;;0
SP002172;PVN4660;Mì trộn Omachi xốt Spaghetti gói 91g;Omachi;85000;72780;4;;;chục;SP002170;10;SP002170;;0
SP002173;8936221048595;Mì Omachi tôm chua cay ly 113g (Có xx);Omachi;16000;14458;29;;;ly;;1;;;0
SP002174;PVN5046;Mì Omachi tôm chua cay ly 113g (Có xx);Omachi;358000;346992;1;;;thùng;SP002173;24;SP002173;;0
SP002175;8936221048571;Mì Omachi Sườn hẩm ngũ quả ly 113g (Có xx);Omachi;16000;14458;23;;;ly;;1;;;0
SP002176;PVN5257;Mì Omachi Sườn hẩm ngũ quả ly 113g (Có xx);Omachi;358000;346992;1;;;thùng;SP002175;24;SP002175;;0
SP002177;PVN9061;Mì Omachi Sườn hẩm ngũ quả ly 113g (Có xx);Omachi;152000;144580;2;;;10 ly;SP002175;10;SP002175;;0
SP002178;8936221042470;Mì trộn Omachi thịt xiên nướng hộp 95g;Omachi;16000;12064;0;;;hộp;;1;;;0
SP002179;PVN7593;Mì trộn Omachi thịt xiên nướng hộp 95g;Omachi;155000;144768;0;;;thùng;SP002178;12;SP002178;;0
SP002180;8936136164403;Mì trộn Omachi xốt Spaghetti hộp 105g;Omachi;16000;12500;16;;;hộp;;1;;;0
SP002181;PVN7457;Mì trộn Omachi xốt Spaghetti hộp 105g;Omachi;155000;150000;1;;;thùng;SP002180;12;SP002180;;0
SP002182;8936221041763;Mì Omachi hương vị lẩu tôm càng xanh gói 80g;Omachi;8000;7000;58;;;gói;;1;;;0
SP002183;PVN8284;Mì Omachi hương vị lẩu tôm càng xanh gói 80g;Omachi;218000;210000;2;;;thùng;SP002182;30;SP002182;;0
SP002184;PVN8285;Mì Omachi hương vị lẩu tôm càng xanh gói 80g;Omachi;76000;70000;6;;;10 gói;SP002182;10;SP002182;;0
SP002185;8936221041749;Mì khoai tây Omachi vị Sườn hầm ngủ quả gói 80g;Omachi;8000;7000;178;;;gói;;1;;;0
SP002186;PVN8287;Mì khoai tây Omachi vị Sườn hầm ngủ quả gói 80g;Omachi;76000;70000;18;;;10 gói;SP002185;10;SP002185;;0
SP002187;PVN8288;Mì khoai tây Omachi vị Sườn hầm ngủ quả gói 80g;Omachi;216000;210000;6;;;thùng;SP002185;30;SP002185;;0
SP002188;8936221043880;Mì omachi trộn tôm phô mai trứng muối gói 92g;Omachi;9000;7367;0;;;gói;;1;;;0
SP002189;PVN8914;Mì omachi trộn tôm phô mai trứng muối gói 92g;Omachi;85000;73670;0;;;lóc;SP002188;10;SP002188;;0
SP002190;PVN8915;Mì omachi trộn tôm phô mai trứng muối gói 92g;Omachi;225000;221010;0;;;thùng;SP002188;30;SP002188;;0
SP002191;8936236470497;Mì Omachi cua xốt ớt Singapore gói 126g;Omachi;13000;11250;19;;;gói;;1;;;0
SP002192;PVN9367;Mì Omachi cua xốt ớt Singapore gói 126g;Omachi;278000;270000;1;;;thùng;SP002191;24;SP002191;;0
SP002193;8936236470732;Mì Omachi trộn cua xốt ớt Singapore cực cay tô 96g;Omachi;15000;12500;10;;;tô;;1;;;0
SP002194;PVN9457;Mì Omachi trộn cua xốt ớt Singapore cực cay tô 96g;Omachi;165000;150000;1;;;thùng;SP002193;12;SP002193;;0
SP002195;8934679452407;Cháo gấu đỏ thịt bằm 50g;Gấu đỏ;3500;2827;219;;;gói;;1;;;0
SP002196;PVN3053;Cháo gấu đỏ thịt bằm 50g;Gấu đỏ;32000;28270;22;;;lóc;SP002195;10;SP002195;;0
SP002197;PVN3054;Cháo gấu đỏ thịt bằm 50g;Gấu đỏ;144000;84810;7;;;thùng;SP002195;30;SP002195;;0
SP002198;8934679840327;Mì gấu đỏ hương gà sợi phở gói 63g;Gấu đỏ;3000;2389;467;;;gói;;1;;;0
SP002199;PVN3137;Mì gấu đỏ hương gà sợi phở gói 63g;Gấu đỏ;27000;23890;47;;;lóc;SP002198;10;SP002198;;0
SP002200;PVN3138;Mì gấu đỏ hương gà sợi phở gói 63g;Gấu đỏ;75000;71670;16;;;thùng;SP002198;30;SP002198;;0
SP002201;8934679942427;Mì Gấu đỏ thịt bằm gói 63g;Gấu đỏ;3000;2875;491;;;gói;;1;;;0
SP002202;PVN3256;Mì Gấu đỏ thịt bằm gói 63g;Gấu đỏ;27000;28750;49;;;lóc;SP002201;10;SP002201;;0
SP002203;PVN3319;Mì Gấu đỏ thịt bằm gói 63g;Gấu đỏ;75000;86250;16;;;Thùng;SP002201;30;SP002201;;0
SP002204;8934679451400;Cháo tổ yến Gấu đỏ gói 50g;Gấu đỏ;7000;5914;27;;;gói;;1;;;0
SP002205;PVN6472;Cháo tổ yến Gấu đỏ gói 50g;Gấu đỏ;66000;59140;3;;;lóc;SP002204;10;SP002204;;0
SP002206;PVN6473;Cháo tổ yến Gấu đỏ gói 50g;Gấu đỏ;185000;177420;1;;;thùng;SP002204;30;SP002204;;0
SP002207;8934679941826;Mì gấu đỏ hương vị tôm chua cay gói 63g;Gấu đỏ;3000;2417;77;;;gói;;1;;;0
SP002208;PVN6859;Mì gấu đỏ hương vị tôm chua cay gói 63g;Gấu đỏ;27000;24170;8;;;lóc;SP002207;10;SP002207;;0
SP002209;PVN6860;Mì gấu đỏ hương vị tôm chua cay gói 63g;Gấu đỏ;75000;72510;3;;;thùng;SP002207;30;SP002207;;0
SP002210;8934679940522;Mì gấu đỏ chay rau nấm gói 62g;Gấu đỏ;3000;2371;94;;;gói;;1;;;0
SP002211;PVN7930;Mì gấu đỏ chay rau nấm gói 62g;Gấu đỏ;27000;23710;9;;;lóc;SP002210;10;SP002210;;0
SP002212;PVN7931;Mì gấu đỏ chay rau nấm gói 62g;Gấu đỏ;75000;71130;3;;;thùng;SP002210;30;SP002210;;0
SP002213;8934679641627;Phở bò Gấu đỏ gói 65g;Gấu đỏ;7000;6067;18;;;gói;;1;;;0
SP002214;PVN8231;Phở bò Gấu đỏ gói 65g;Gấu đỏ;188000;182010;1;;;thùng;SP002213;30;SP002213;;0
SP002215;PVN8232;Phở bò Gấu đỏ gói 65g;Gấu đỏ;66000;60670;2;;;10 gói;SP002213;10;SP002213;;0
SP002216;8934563215132;Phở đệ nhất vị bò gói 68g;Hảo hảo;8000;6900;95;;;gói;;1;;;0
SP002217;PVN1996;Phở đệ nhất vị bò gói 68g;Hảo hảo;214000;207000;3;;;thùng;SP002216;30;SP002216;;0
SP002218;PVN6239;Phở đệ nhất vị bò gói 68g;Hảo hảo;76000;69000;10;;;lóc;SP002216;10;SP002216;;0
SP002219;8934563680114;Mì ly mini Doraemon hương vị hải sản chua ngọt ly 53g;Hảo hảo;11000;9500;32;;;ly;;1;;;0
SP002220;PVN8350;Mì ly mini Doraemon hương vị hải sản chua ngọt ly 53g;Hảo hảo;120000;114000;3;;;thùng;SP002219;12;SP002219;;0
SP002221;8934563679101;Mì ly mini Doraemon hương vị hào sữa phô mai ly 53g;Hảo hảo;11000;9500;19;;;ly;;1;;;0
SP002222;PVN8352;Mì ly mini Doraemon hương vị hào sữa phô mai ly 53g;Hảo hảo;120000;114000;2;;;thùng;SP002221;12;SP002221;;0
SP002223;8934563455149;Hủ tiếu Nam Vang Nhịp Sống gói 70g;Hảo hảo;9000;8166;86;;;gói;;1;;;0
SP002224;PVN5665;Hủ tiếu Nam Vang Nhịp Sống gói 70g;Hảo hảo;85000;81660;9;;;lóc;SP002223;10;SP002223;;0
SP002225;PVN7498;Hủ tiếu Nam Vang Nhịp Sống gói 70g;Hảo hảo;245000;244980;3;;;thùng;SP002223;30;SP002223;;0
SP002226;8934563458140;Hủ tiếu Nhịp Sống vị Sườn heo 70g;Hảo hảo;9000;8000;38;;;gói;;1;;;0
SP002227;;Hủ tiếu Nhịp Sống vị Sườn heo 70g;Hảo hảo;85000;80000;4;;;Lóc;SP002226;10;SP002226;;0
SP002228;;Hủ tiếu Nhịp Sống vị Sườn heo 70g;Hảo hảo;248000;240000;1;;;Thùng;SP002226;30;SP002226;;0
SP002229;8934563472139;Hủ tiếu nam vang Nhịp Sống chay gói 66g;Hảo hảo;9000;8000;127;;;gói;;1;;;0
SP002230;PVN5752;Hủ tiếu nam vang Nhịp Sống chay gói 66g;Hảo hảo;85000;80000;13;;;lóc;SP002229;10;SP002229;;0
SP002231;PVN7497;Hủ tiếu nam vang Nhịp Sống chay gói 66g;Hảo hảo;245000;240000;4;;;thùng;SP002229;30;SP002229;;0
SP002232;8934563461140;Hủ tiếu bò kho Nhịp sống gói 70g;Hảo hảo;9000;8134;84;;;gói;;1;;;0
SP002233;PVN6241;Hủ tiếu bò kho Nhịp sống gói 70g;Hảo hảo;86000;81340;8;;;lóc;SP002232;10;SP002232;;0
SP002234;PVN6242;Hủ tiếu bò kho Nhịp sống gói 70g;Hảo hảo;246000;244020;3;;;thùng;SP002232;30;SP002232;;0
