ma_hang;ma_vach;ten_hang;thuong_hieu;gia_ban;gia_von;ton_kho;ton_nho_nhat;ton_lon_nhat;dvt;ma_dvt_co_ban;quy_doi;ma_hh_lien_quan;trong_luong;gia_si
SP002235;8934988030020;Dầu Cái Lân chai 1L;Cái Lân;38000;35250;50;;;chai;;1;;;0
SP002236;PVN6065;Dầu Cái Lân chai 1L;Cái Lân;450000;423000;4;;;thùng;SP002235;12;SP002235;;0
SP002237;8934988030044;Dầu cái lân can 5L;Cái Lân;182000;175000;9;;;chai;;1;;;0
SP002238;PVN5364;Dầu cái lân can 5L;Cái Lân;728000;700000;2;;;thùng;SP002237;4;SP002237;;0
SP002239;8934988030037;Dầu Cái Lân chai 2L;Cái Lân;78000;71834;37;;;chai;;1;;;0
SP002240;PVN5909;Dầu Cái Lân chai 2L;Cái Lân;468000;862008;3;;;thùng;SP002239;12;SP002239;;0
SP002241;8934988030013;Dầu ăn Cái lân chai 400ml;Cái Lân;15000;13917;0;;;chai;;1;;;0
SP002242;PVN6610;Dầu ăn Cái lân chai 400ml;Cái Lân;339000;334008;0;;;thùng;SP002241;24;SP002241;;0
SP002243;8934563973155;Bún giò heo Hằng Nga;Hảo hảo;9000;8000;23;;;gói;;1;;;0
SP002244;PVN5433;Bún giò heo Hằng Nga;Hảo hảo;86000;80000;2;;;lóc;SP002243;10;SP002243;;0
SP002245;PVN5543;Bún giò heo Hằng Nga;Hảo hảo;250000;192000;1;;;thùng;SP002243;24;SP002243;;0
SP002246;8934563975159;Bún mắm Hằng Nga;Hảo hảo;9000;8000;17;;;gói;;1;;;0
SP002247;PVN5432;Bún mắm Hằng Nga;Hảo hảo;86000;80000;2;;;lóc;SP002246;10;SP002246;;0
SP002248;PVN5542;Bún mắm Hằng Nga;Hảo hảo;243000;192000;1;;;thùng;SP002246;24;SP002246;;0
SP002249;8934563304157;Miến Phú Hương vị Lẩu thái tôm 63g;Hảo hảo;11000;9834;30;;;gói;;1;;;0
SP002250;PVN4756;Miến Phú Hương vị Lẩu thái tôm 63g;Hảo hảo;242000;236016;1;;;thùng;SP002249;24;SP002249;;0
SP002251;PVN4870;Miến Phú Hương vị Lẩu thái tôm 63g;Hảo hảo;105000;98340;3;;;chục;SP002249;10;SP002249;;0
SP002252;8934563301156;Miến Phú hương vị Sườn heo gói 63g;Hảo hảo;11000;9834;37;;;gói;;1;;;0
SP002253;PVN7393;Miến Phú hương vị Sườn heo gói 63g;Hảo hảo;242000;236016;2;;;thùng;SP002252;24;SP002252;;0
SP002254;;Miến Phú hương vị Sườn heo gói 63g;Hảo hảo;105000;98340;4;;;lóc;SP002252;10;SP002252;;0
SP002255;8934563303150;Miến Phú Hương vị Thịt bầm 63g;Hảo hảo;11000;9834;51;;;gói;;1;;;0
SP002256;PVN4869;Miến Phú Hương vị Thịt bầm 63g;Hảo hảo;105000;98340;5;;;lóc;SP002255;10;SP002255;;0
SP002257;PVN5956;Miến Phú Hương vị Thịt bầm 63g;Hảo hảo;242000;236016;2;;;thùng;SP002255;24;SP002255;;0
SP002258;8934563102166;Mì lẩu thái hương vị Tôm 81g;Hảo hảo;8000;7034;122;;;gói;;1;;;0
SP002259;PVN1511;Mì lẩu thái hương vị Tôm 81g;Hảo hảo;212000;211020;4;;;thùng;SP002258;30;SP002258;;0
SP002260;PVN5491;Mì lẩu thái hương vị Tôm 81g;Hảo hảo;75000;70340;12;;;lóc;SP002258;10;SP002258;;0
SP002261;8934563104160;Mì hoành thánh vị Tôm gói 76g;Hảo hảo;8000;7034;98;;;gói;;1;;;0
SP002262;PVN1967;Mì hoành thánh vị Tôm gói 76g;Hảo hảo;212000;211020;3;;;thùng;SP002261;30;SP002261;;0
SP002263;PVN4740;Mì hoành thánh vị Tôm gói 76g;Hảo hảo;76000;70340;10;;;lóc;SP002261;10;SP002261;;0
SP002264;8934563165161;Mì Đệ Nhất thịt bằm gói 83g;Hảo hảo;8000;6900;203;;;gói;;1;;;0
SP002265;PVN1172;Mì Đệ Nhất thịt bằm gói 83g;Hảo hảo;212000;207000;7;;;thùng;SP002264;30;SP002264;;0
SP002266;PVN4739;Mì Đệ Nhất thịt bằm gói 83g;Hảo hảo;75000;69000;20;;;lóc;SP002264;10;SP002264;;0
SP002267;8934563619138;Mì Modern vị lẩu thái tôm ly 67g;Hảo hảo;9000;7250;121;;;ly;;1;;;0
SP002268;PVN5490;Mì Modern vị lẩu thái tôm ly 67g;Hảo hảo;179000;174000;5;;;thùng;SP002267;24;SP002267;;0
SP002269;PVN9059;Mì Modern vị lẩu thái tôm ly 67g;Hảo hảo;84000;72500;12;;;10 ly;SP002267;10;SP002267;;0
SP002270;8934563657130;Mì Modern Xtreme hương vị bò ly;Hảo hảo;9000;7250;55;;;ly;;1;;;0
SP002271;PVN9167;Mì Modern Xtreme hương vị bò ly;Hảo hảo;84000;72500;6;;;chục;SP002270;10;SP002270;;0
SP002272;8934563038236;Mì Modern Xtreme hương vị bò ly;Hảo hảo;179000;174000;2;;;thùng;SP002270;24;SP002270;;0
SP002273;8934563193263;Mì Siukay vị Hải sản gói 128g;Hảo hảo;13000;11249;257;;;gói;;1;;;0
SP002274;PVN1171;Mì Siukay vị Hải sản gói 128g;Hảo hảo;275000;269976;11;;;thùng;SP002273;24;SP002273;;0
SP002275;PVN5857;Mì Siukay vị Hải sản gói 128g;Hảo hảo;122000;112490;26;;;lóc;SP002273;10;SP002273;;0
SP002276;8934563131258;Mì Siukay vị bò gói 127g;Hảo hảo;13000;11250;212;;;gói;;1;;;0
SP002277;PVN5653;Mì Siukay vị bò gói 127g;Hảo hảo;275000;270000;9;;;thùng;SP002276;24;SP002276;;0
SP002278;PVN5861;Mì Siukay vị bò gói 127g;Hảo hảo;122000;112500;21;;;lóc;SP002276;10;SP002276;;0
SP002279;8934563544201;Mì Siukay tia chóp hương vị Hải sản tô 96g;Hảo hảo;16000;13584;7;;;tô;;1;;;0
SP002280;PVN8429;Mì Siukay tia chóp hương vị Hải sản tô 96g;Hảo hảo;174000;163008;1;;;thùng;SP002279;12;SP002279;;0
SP002281;8934563116262;Mì Siukay vị gà xốt phô mai gói 127g;Hảo hảo;13000;11250;238;;;gói;;1;;;0
SP002282;;Mì Siukay vị gà xốt phô mai gói 127g;Hảo hảo;275000;270000;10;;;thùng;SP002281;24;SP002281;;0
SP002283;;Mì Siukay vị gà xốt phô mai gói 127g;Hảo hảo;122000;112500;24;;;chục;SP002281;10;SP002281;;0
SP002284;8934563138165;Mì Hảo Hảo vị tôm chua cay gói 75g;Hảo hảo;4500;3867;257;;;gói;;1;;;0
SP002285;PVN1155;Mì Hảo Hảo vị tôm chua cay gói 75g;Hảo hảo;118000;116010;9;;;thùng;SP002284;30;SP002284;;0
SP002286;PVN6161;Mì Hảo Hảo vị tôm chua cay gói 75g;Hảo hảo;42000;38670;26;;;lóc;SP002284;10;SP002284;;0
SP002287;8934563183158;Mì Hảo Hảo vị sa tế hành tím gói 75g;Hảo hảo;4500;3934;232;;;gói;;1;;;0
SP002288;;Mì Hảo Hảo vị sa tế hành tím gói 75g;Hảo hảo;120000;118020;8;;;thùng;SP002287;30;SP002287;;0
SP002289;;Mì Hảo Hảo vị sa tế hành tím gói 75g;Hảo hảo;42000;39340;23;;;lóc;SP002287;10;SP002287;;0
SP002290;8934563151157;Mì xào Hảo Hảo Tôm xào chua ngọt gói 75g;Hảo hảo;4500;4143;169;;;gói;;1;;;0
SP002291;;Mì xào Hảo Hảo Tôm xào chua ngọt gói 75g;Hảo hảo;120000;124290;6;;;thùng;SP002290;30;SP002290;;0
SP002292;;Mì xào Hảo Hảo Tôm xào chua ngọt gói 75g;Hảo hảo;42000;41430;17;;;lóc;SP002290;10;SP002290;;0
SP002293;8934563198152;Mì chay Hảo Hảo vị Rau nấm gói 74g;Hảo hảo;4500;3867;101;;;gói;;1;;;0
SP002294;;Mì chay Hảo Hảo vị Rau nấm gói 74g;Hảo hảo;120000;116010;3;;;thùng;SP002293;30;SP002293;;0
SP002295;;Mì chay Hảo Hảo vị Rau nấm gói 74g;Hảo hảo;42000;38670;10;;;lóc;SP002293;10;SP002293;;0
SP002296;8934563185152;Mì Hảo Hảo lẩu kim chi hàn quốc gói 75g;Hảo hảo;4500;3934;59;;;gói;;1;;;0
SP002297;;Mì Hảo Hảo lẩu kim chi hàn quốc gói 75g;Hảo hảo;120000;118020;2;;;thùng;SP002296;30;SP002296;;0
SP002298;;Mì Hảo Hảo lẩu kim chi hàn quốc gói 75g;Hảo hảo;42000;39340;6;;;lóc;SP002296;10;SP002296;;0
SP002299;8934563651138;Mì hảo hảo chua cay ly 67g;Hảo hảo;10000;8329;7;;;ly;;1;;;0
SP002300;PVN5860;Mì hảo hảo chua cay ly 67g;Hảo hảo;208000;199896;0;;;thùng;SP002299;24;SP002299;;0
SP002301;8934563184148;Mì Hảo Hảo hương vị Gà vàng gói 74g;Hảo hảo;4500;3933;145;;;gói;;1;;;0
SP002302;;Mì Hảo Hảo hương vị Gà vàng gói 74g;Hảo hảo;42000;39330;15;;;chục;SP002301;10;SP002301;;0
SP002303;;Mì Hảo Hảo hương vị Gà vàng gói 74g;Hảo hảo;120000;117990;5;;;thùng;SP002301;30;SP002301;;0
SP002304;8934563065249;Muối chấm Hảo Hảo hộp 120g;Hảo hảo;18000;13334;24;;;hộp;;1;;;0
SP002305;8934563106140;Mì xào Hảo Hảo hương vị hải sản gói 71g;Hảo hảo;4500;3934;56;;;gói;;1;;;0
SP002306;;Mì xào Hảo Hảo hương vị hải sản gói 71g;Hảo hảo;42000;39340;6;;;Lốc;SP002305;10;SP002305;;0
SP002307;;Mì xào Hảo Hảo hương vị hải sản gói 71g;Hảo hảo;120000;118020;2;;;Thùng;SP002305;30;SP002305;;0
SP002308;8934563669133;Mì Hảo Hảo lẩu nấm thập cẩm ly 66g;Hảo hảo;10000;8333;0;;;ly;;1;;;0
SP002309;;Mì Hảo Hảo lẩu nấm thập cẩm ly 66g;Hảo hảo;208000;199992;0;;;thùng;SP002308;24;SP002308;;0
SP002310;8935015510454;Đường Biên Hòa tinh luyện Pure bịch 1kg;Biên Hòa;30000;28000;26;;;bịch;;1;;;0
SP002311;;Đường Biên Hòa tinh luyện Pure bịch 1kg;Biên Hòa;572000;560000;1;;;thùng;SP002310;20;SP002310;;0
SP002312;8935015513714;Đường Biên Hòa Cô Ba bịch 1kg;Biên Hòa;28000;24000;18;;;bịch;;1;;;0
SP002313;;Đường Biên Hòa Cô Ba bịch 1kg;Biên Hòa;515000;480000;1;;;thùng;SP002312;20;SP002312;;0
SP002314;8935015513646;Đường vàng Cô Ba bịch 1kg;Biên Hòa;31000;28000;15;;;bịch;;1;;;0
SP002315;;Đường vàng Cô Ba bịch 1kg;Biên Hòa;574000;560000;1;;;thùng;SP002314;20;SP002314;;0
SP002316;8935015516043;Đường phèn Cô Ba bịch 1kg;Biên Hòa;39000;35000;15;;;bịch;;1;;;0
SP002317;;Đường phèn Cô Ba bịch 1kg;Biên Hòa;375000;700000;1;;;thùng;SP002316;20;SP002316;;0
SP002318;8936048473235;Nước chấm cá cơm 3 Miền chai 800ml;3 Miền;18000;16300;40;;;chai;;1;;;0
SP002319;;Nước chấm cá cơm 3 Miền chai 800ml;3 Miền;305000;293400;2;;;thùng;SP002318;18;SP002318;;0
SP002320;8936048470760;Mì Reeva lẩu nấm chua cay gói 85g;3 Miền;8000;6486;128;;;gói;;1;;;0
SP002321;;Mì Reeva lẩu nấm chua cay gói 85g;3 Miền;74000;64860;13;;;chục;SP002320;10;SP002320;;0
SP002322;;Mì Reeva lẩu nấm chua cay gói 85g;3 Miền;198000;194580;4;;;thùng;SP002320;30;SP002320;;0
SP002323;8936048471668;Mì 3 miền vị tôm chua cay đặc biệt ly 65g;3 Miền;9000;7741;31;;;ly;;1;;;0
SP002324;;Mì 3 miền vị tôm chua cay đặc biệt ly 65g;3 Miền;86000;77410;3;;;chục;SP002323;10;SP002323;;0
SP002325;;Mì 3 miền vị tôm chua cay đặc biệt ly 65g;3 Miền;194000;185784;1;;;thùng;SP002323;24;SP002323;;0
SP002326;8936048471682;Mì 3 Miền Gold vị bò hầm rau thơm ly 65g;3 Miền;9000;7605;39;;;ly;;1;;;0
SP002327;;Mì 3 Miền Gold vị bò hầm rau thơm ly 65g;3 Miền;86000;76050;4;;;chục;SP002326;10;SP002326;;0
SP002328;;Mì 3 Miền Gold vị bò hầm rau thơm ly 65g;3 Miền;194000;182520;2;;;thùng;SP002326;24;SP002326;;0
SP002329;8936048470524;Mì 3 miền GOLD vì bò hầm rau thơm gói 75g;3 Miền;4000;3556;176;;;gói;;1;;;0
SP002330;PVN3073;Mì 3 miền GOLD vì bò hầm rau thơm gói 75g;3 Miền;38000;35560;18;;;lóc;SP002329;10;SP002329;;0
SP002331;PVN7216;Mì 3 miền GOLD vì bò hầm rau thơm gói 75g;3 Miền;118000;106680;6;;;thùng;SP002329;30;SP002329;;0
SP002332;8936048470012;Mì 3 miền vị tôm chua cay gói 65g;3 Miền;3000;2364;1088;;;gói;;1;;;0
SP002333;;Mì 3 miền vị tôm chua cay gói 65g;3 Miền;27000;23640;109;;;chục;SP002332;10;SP002332;;0
SP002334;;Mì 3 miền vị tôm chua cay gói 65g;3 Miền;75000;70920;36;;;thùng;SP002332;30;SP002332;;0
SP002335;;Mì 3 miền vị tôm chua cay gói 65g;3 Miền;238000;236400;11;;;thùng 100 gói;SP002332;100;SP002332;;0
SP002336;8936048470029;Mì 3 miền vị tôm hùm gói 65g;3 Miền;3000;2345;202;;;gói;;1;;;0
SP002337;;Mì 3 miền vị tôm hùm gói 65g;3 Miền;27000;23450;20;;;chục;SP002336;10;SP002336;;0
SP002338;;Mì 3 miền vị tôm hùm gói 65g;3 Miền;75000;70350;7;;;thùng;SP002336;30;SP002336;;0
SP002339;8936048470036;Mì 3 Miền chay lá đa gói 65g;3 Miền;3000;2367;193;;;gói;;1;;;0
SP002340;;Mì 3 Miền chay lá đa gói 65g;3 Miền;27000;23670;19;;;chục;SP002339;10;SP002339;;0
SP002341;;Mì 3 Miền chay lá đa gói 65g;3 Miền;75000;71010;6;;;thùng;SP002339;30;SP002339;;0
SP002342;8936048477226;Mì 3 miền Gold trung bộ hương vị tôm sú chua cay gói 75g;3 Miền;4500;3701;179;;;gói;;1;;;0
SP002343;;Mì 3 miền Gold trung bộ hương vị tôm sú chua cay gói 75g;3 Miền;42000;37010;18;;;Chục;SP002342;10;SP002342;;0
SP002344;;Mì 3 miền Gold trung bộ hương vị tôm sú chua cay gói 75g;3 Miền;118000;111030;6;;;thùng;SP002342;30;SP002342;;0
SP002345;8936048477202;Mì 3 miền Gold Nam Bộ hương vị tôm sú chua cay gói 75g;3 Miền;4500;3703;157;;;gói;;1;;;0
SP002346;;Mì 3 miền Gold Nam Bộ hương vị tôm sú chua cay gói 75g;3 Miền;42000;37030;16;;;chục;SP002345;10;SP002345;;0
SP002347;;Mì 3 miền Gold Nam Bộ hương vị tôm sú chua cay gói 75g;3 Miền;118000;111090;5;;;thùng;SP002345;30;SP002345;;0
SP002348;8936048477240;Mì 3 miền Gold Bắc bộ hương vị tôm sú chua cay gói 75g;3 Miền;4500;3703;172;;;Gói;;1;;;0
SP002349;;Mì 3 miền Gold Bắc bộ hương vị tôm sú chua cay gói 75g;3 Miền;42000;37030;17;;;Chục;SP002348;10;SP002348;;0
SP002350;;Mì 3 miền Gold Bắc bộ hương vị tôm sú chua cay gói 75g;3 Miền;118000;111090;6;;;Thùng;SP002348;30;SP002348;;0
SP002351;8936048476427;Boncha ít đường hương hoa lài chai 450ml;Boncha;9000;7271;0;;;Chai;;1;;;0
SP002352;;Boncha ít đường hương hoa lài chai 450ml;Boncha;46000;43626;0;;;Lốc;SP002351;6;SP002351;;0
SP002353;;Boncha ít đường hương hoa lài chai 450ml;Boncha;177000;174504;0;;;Thùng;SP002351;24;SP002351;;0
SP002354;8934707011002;Knorr gia vị thịt kho bịch 28g;Knorr;8000;5130;3;;;bịch;;1;;;0
SP002355;8934707010944;Knorr gia vị cá kho bịch 28g;Knorr;8000;5033;4;;;bịch;;1;;;0
SP002356;8934707027478;Hạt nêm Knorr nấm hương bịch 380g;Knorr;38000;31660;9;;;bịch;;1;;;0
SP002357;8934707012122;Hạt nêm Knorr nấm hương organic bịch 170g;Knorr;17000;14497;36;;;bịch;;1;;;0
SP002358;8934707031284;Hạt nêm Knorr thịt thăn xương ống bịch 900g;Knorr;68000;61345;8;;;bịch;;1;;;0
SP002359;8934707031956;Hạt nếm Knorr thịt thăn,xương ống bịch 400g;Knorr;32000;27426;12;;;bịch;;1;;;0
SP002360;8934868198284;NXV Comfort hương gió xuân dây (10+2);Comfort;17000;14234;24;;;dây;;1;;;0
SP002361;8934868173540;Comfort hương nước hoa Thanh xuân dây (10+2);Comfort;17000;15529;20;;;dây;;1;;;0
SP002362;8934868198338;NXV Comfort trắng dịu nhẹ thơm hương phấn dây (10+2);Comfort;17000;14356;21;;;dây;;1;;;0
SP002363;8934868198291;NXV Comfort nước hoa thiên nhiên diệu kỳ dây (10+2);Comfort;17000;14356;17;;;dây;;1;;;0
SP002364;8934868198314;NXV Comfort hương nước hoa quyến rũ dây (10+2);Comfort;17000;14051;10;;;dây;;1;;;0
SP002365;8934868198321;NXV Comfort hương ban mai dây (10+2);Comfort;17000;14328;33;;;dây;;1;;;0
SP002366;8934868190417;Comfort hương mẫu đơn kiêu sa dây (10+2);Comfort;17000;14356;13;;;dây;;1;;;0
SP002367;8934868198284;NXV Comfort hương gió xuân dây (10+2);Comfort;17000;14234;24;;;dây;;1;;;0
SP002368;8934868188162;NX Comfort mềm vải dịu nhẹ hương phấn túi 3L;Comfort;178000;171765;3;;;túi;;1;;;0
SP002369;8934868150398;NXV Comfort hương ban mai túi 3.8L;Comfort;238000;233326;2;;;túi;;1;;;0
SP002370;8934868150442;NXV Comfort hương gió xuân túi 1.8L;Comfort;118000;109943;2;;;túi;;1;;;0
KTH;PVN5357;Kẹo tổng hợp;Kẹo;5000;3900;20000;;;cây;;1;;;0
B10K;PVN2847;Bánh bịch 10k;Bánh;10000;8000;11;;;bịch;;1;;;0
DC5;DC5;Đường cát 500g;Đường;10000;9041;57;;;bịch;DC500;1;DC500;;0
DC1;DC1;Đường cát 1kg;Đường;20000;18082;29;;;bịch;DC500;2;DC500;;0
DC10;PVN3262;Đường cát - cây;Đường;222000;216984;2;;;cây;DC500;24;DC500;;0
DV5;DV5;Đường vàng 500g;Đường;10000;8976;108;;;bịch;;1;;;0
DV1;DV1;Đường vàng 1kg;Đường;20000;17952;54;;;bịch;DV5;1;DV5;;0
DV10;PVN4612;Đường vàng - cây;Đường;222000;215424;5;;;cây;DV5;1;DV5;;0
DP5;DP5;Đường phèn 500g;Đường;13000;11350;17;;;500g;;1;;;0
DP1;DP1;Đường phèn - kg;Đường;25000;22700;9;;;kg;DP5;2;DP5;;0
DP10;PVN2876;Đường phèn cây;Đường;230000;227000;1;;;Cây;DP5;20;DP5;;0
TX5;TX5;Tiêu xây tiêu hạt bịch 50g;Tuyết tỷ;12000;9750;68;;;bịch;;1;;;0
TX1;TX5;Tiêu xây tiêu hạt bịch 50g - 1kg;Tuyết tỷ;200000;97500;3;;;1kg;TX5;10;TX5;;0
DX1;DX1;Đậu xanh 100g ( nguyên hạt, nữa, không vỏ);Tuyết tỷ;5000;4191;54;;;100g;;1;;;0
DX10;DP100;Đậu Phộng 100g;Tuyết tỷ;5000;4300;9;;;bịch;DX1;1;DX1;;0
DP1;DP1;Đậu Phộng - 1kg;Tuyết tỷ;46000;43000;1;;;100g;;10;;;0
DP10;DP1k;Nấm mèo 50g;Tuyết tỷ;7000;5750;1;;;1kg;DP1;1;DP1;;0
SN1;SN1;Sườn non 2 chay 100g;Tuyết tỷ;18000;13639;20;;;bịch;;1;;;0
SN10;PVN3404;Sườn non 2 chay 100g - bịch;Tuyết tỷ;162000;136390;2;;;bịch;SN1;10;SN1;;0
MB1;MB1;Muối bọt bịch 1kg;Tuyết tỷ;6000;4451;7;;;bịch;;1;;;0
MB10;PVN9324;Muối bọt bịch 1kg - 10 gói;Tuyết tỷ;52000;44510;1;;;10 gói;MB1;10;MB1;;0
MH1;MH1;Muối hột bịch 1kg;Tuyết tỷ;6000;3786;19;;;bịch;;1;;;0
MH10;PVN3182;Muối hột bịch 1kg - sỉ 10;Tuyết tỷ;48000;37860;2;;;sỉ 10;MH1;10;MH1;;0
SP002394;PVN9250;Muối sấy iot 500g;Tuyết tỷ;5000;2800;4;;;bịch;;1;;;0
SP002395;PVN9250;Muối sấy iot 500g - Bao;Tuyết tỷ;160000;140000;0;;;Bao;SP002394;50;SP002394;;0
SP002396;PVN2746;Phổ tai( nấu chè) 20g;Tuyết tỷ;5000;3556;693;;;20g;;1;;;0
SP002397;PVN2712;Bột khoai, bột báng 100g;Tuyết tỷ;5000;2056;34;;;100g;;1;;;0
SP002398;PVN6147;Bột khoai (Nấu chè) 100g - kg;Tuyết tỷ;30000;20560;3;;;kg;SP002397;10;SP002397;;0
SP002399;8936047443444;Bánh karo phô mai chà bông;Karo;30000;29250;2;;;bịch;;1;;;0
SP002400;PVN2810;Bánh karo Phô mai hoàng kim - thùng;Karo;355000;351000;0;;;thùng;SP002399;12;SP002399;;0
SP002401;8938506170892;Bánh karo trứng chà bông;Karo;30000;29250;0;;;gói;;1;;;0
SP002402;PVN2811;Bánh karo trứng chà bông - thùng;Karo;355000;351000;0;;;thùng;SP002401;12;SP002401;;0
SP002403;3073781214673;Phô mai bò cười Kiri vị đào hoa nhài bịch 78g;Phô mai bò cười;55000;47000;0;;;bịch;;1;;;0
SP002404;3073781214659;Phô mai bò cười Kiri vị việt quốc bịch 78g;Phô mai bò cười;55000;47000;0;;;bịch;;1;;;0
SP002405;3073781153873;Phô mai bò cười Belcure hương chocolat bịch 78g;Phô mai bò cười;48000;43000;0;;;bịch;;1;;;0
SP002406;3073781210392;Phô mai bò cười Belcure hương xoài 78g;Phô mai bò cười;48000;43000;0;;;hộp;;1;;;0
SP002407;3073781153859;Phô mai bò cười Belcure hương dâu bịch 78g;Phô mai bò cười;48000;43000;0;;;bịch;;1;;;0
SP002408;3073781203875;Phô mai bò cười Belcure hương việt quốc bịch 78g;Phô mai bò cười;48000;43000;0;;;bịch;;1;;;0
SP002409;3073781110685;Phô mai bò cười Belcube vị truyền thống bịch 78g;Phô mai bò cười;48000;43000;0;;;bịch;;1;;;0
PMBC;PVN7164;Phô mai bò cười lẻ;Phô mai bò cười;5000;3813;0;;;cái;pmbc;1;pmbc;;0
SP002411;3073781154375;Phô mai bò cười lẻ - hộp 224g;Phô mai bò cười;70000;61008;0;;;hộp;;1;;;0
SP002412;3073781154351;Phô mai bò cười hộp 112g;Phô mai bò cười;38000;33500;0;;;hộp;;1;;;0
TTX;8936031095543;Trà sâm dứa Ngọc Trang xanh;Tuyết tỷ;8000;6917;42;;;gói;;1;;;0
TTXL;;Trà sâm dứa Ngọc Trang xanh - lóc;Tuyết tỷ;44000;41502;7;;;lóc;TTX;6;TTX;;0
TTV;8936031095567;Trà ngọc trang vàng chim én;Tuyết tỷ;10000;8532;0;;;bịch;;1;;;0
TTVL;PVN8541;Trà ngọc trang vàng chim én - lóc;Tuyết tỷ;54000;51192;0;;;lóc;TTV;6;TTV;;0
TBB;8938500220036;Trà bách bảo;Tuyết tỷ;12000;10746;38;;;gói;;1;;;0
TBBL;PVN2760;Trà bách bảo - lóc;Tuyết tỷ;64000;64476;6;;;lóc;TBB;6;TBB;;0
TNX;TTX;Trà Thái nguyên xanh;Tuyết tỷ;20000;19000;5;;;gói;;1;;;0
TNV;TTV;Trà móc câu Thái Nguyên vàng;Tuyết tỷ;17000;16800;23;;;gói;;1;;;0
SP002421;8938545324096;Chân gà 2 chân TAP FOOD;Chân gà;9000;6500;0;;;bịch;;1;;;0
SP002422;PVN8385;Chân gà 2 chân TAP FOOD - 10 cái;Chân gà;75000;65000;0;;;10 cái;SP002421;10;SP002421;;0
SP002423;8938545324102;Chân gà TAP FOOD;Chân gà;9000;6500;0;;;cái;;1;;;0
SP002424;PVN6584;Chân gà TAP FOOD - 10 cái;Chân gà;75000;65000;0;;;10 cái;SP002423;10;SP002423;;0
SP002425;8938548990052;Chân gà rút xương MEOW;Chân gà;9000;6000;0;;;bịch;;1;;;0
SP002426;PVN7464;Chân gà rút xương MEOW - CHỤC;Chân gà;85000;60000;0;;;10 cái;SP002425;10;SP002425;;0
SP002427;8938545324003;Chân gà TAP FOOD;Chân gà;8000;6500;0;;;cái;;1;;;0
SP002428;PVN6913;Bánh Toyour bịch 30k;Toyour;30000;25000;3;;;bịch;;1;;;0
SP002429;8938549140722;Chân gà rút xương Anna Lala;Chân gà;9000;6500;0;;;bịch;;1;;;0
SP002430;8938545374039;Chân gà vị cay tê cay ZL FOOD;Chân gà;8000;6500;0;;;cái;;1;;;0
SP002431;8938565014007;Đất nặn khô 12 màu ALINH SUPER LIGHT CLAY;SUPER;15000;12500;14;;;bộ;;1;;;0
SP002432;6970645478738;Đất nặn khô 24 màu ALINH;khô;28000;20000;13;;;bộ;;1;;;0
SP002433;8935001719243;Kẹo Alpenliebe vị khoai môn hạt sen bịch 84g;Alpenliebe;16000;10000;0;;;bịch;;1;;;0
SP002434;8935001719892;Alpenliebe vị cà phê sữa 32g;Alpenliebe;5000;4000;0;;;cây;;1;;;0
SP002435;8935001720003;Alpenliebe eclairs caramel choco bịch 63.7g;Alpenliebe;18000;16000;0;;;bịch;;1;;;0
SP002436;8935001719809;Kẹo Alpenliebe hương dâu xí muội bịch 84.1g;Alpenliebe;16000;10000;0;;;bịch;;1;;;0
SP002437;8935001719793;Kẹo Alpenliebe hương kem quả mộng bịch 115g;Alpenliebe;16000;10000;0;;;bịch;;1;;;0
SP002438;8935001718345;Kẹo Alpenliebe hương đậu xanh & đậu đỏ trứng muối bịch 84g;Alpenliebe;16000;13000;0;;;bịch;;1;;;0
SP002439;8935001719243;Kẹo Alpenliebe vị khoai môn hạt sen bịch 84g;Alpenliebe;16000;10000;0;;;bịch;;1;;;0
SP002440;8935001719106;Alpenliebe hương cà phê sữa bịch 101.5g;Alpenliebe;15000;12000;0;;;bịch;;1;;;0
SP002441;8935001718628;Kẹo Alpenliebe hương Caramen nhân kem sữa bịch 105,6g;Alpenliebe;15000;11000;0;;;bịch;;1;;;0
SP002442;8935001718369;Kẹo mút Alpenliebe hương kem quả mọng que 10g;Alpenliebe;2000;1412;0;;;cây;;1;;;0
SP002443;8935001719052;Kẹo dẻo Alpenliebe hương đào bịch 24g;Alpenliebe;5000;3938;0;;;bịch;;1;;;0
SP002444;8935001718970;Kẹo Alpenliebe hương xí muội nhân muối ớt cây 26g;Alpenliebe;5000;4063;0;;;cây;;1;;;0
SP002445;8935001718857;Alpenliebe jelly hương trái cây tổng hợp bịch 24g;Alpenliebe;5000;4000;0;;;bịch;;1;;;0
